aX,aY,aZ,gX,gY,gZ
-0.216,0.160,0.957,3.235,1.404,-1.648
-0.224,0.133,0.950,1.648,1.709,-3.540
-0.221,0.100,0.968,-0.977,1.526,-4.822
-0.225,0.079,0.963,-2.930,2.502,-5.188
-0.234,0.057,0.959,-3.967,2.808,-4.578
-0.234,0.054,0.958,-3.418,2.258,-3.357
-0.237,0.045,0.954,-1.038,1.831,-2.014
-0.236,0.061,0.956,0.977,1.099,-0.061
-0.232,0.082,0.979,2.380,0.183,1.587
-0.230,0.104,0.995,1.892,0.427,2.380
-0.232,0.106,1.000,0.671,1.404,2.136
-0.235,0.133,0.983,-0.305,3.235,1.709
-0.235,0.133,0.965,-0.488,4.028,0.793
-0.229,0.115,0.982,-0.061,3.235,-0.610
-0.221,0.118,0.987,1.831,2.930,-0.916
-0.212,0.108,0.958,3.174,3.601,-1.648
-0.210,0.086,0.943,3.235,3.723,-2.319
-0.214,0.071,0.931,1.953,3.845,-1.953
-0.218,0.062,0.939,0.671,3.296,-1.099
-0.222,0.069,0.950,-0.488,3.174,0.000
-0.223,0.093,0.955,-0.305,3.174,1.587
-0.229,0.099,0.958,0.488,3.052,1.831
-0.228,0.119,0.948,1.343,3.052,2.014
-0.220,0.136,0.952,1.343,2.747,2.136
-0.212,0.128,0.957,0.977,2.686,0.854
-0.211,0.130,0.925,0.793,3.540,-0.061
-0.209,0.104,0.921,0.122,3.540,-1.404
-0.215,0.086,0.924,-0.793,2.869,-1.831
-0.212,0.091,0.925,-0.732,2.197,-1.099
-0.209,0.103,0.928,-0.305,1.404,-0.244
-0.215,0.098,0.938,-1.221,0.732,0.061
-0.216,0.112,0.945,-1.953,-0.061,0.793
-0.213,0.117,0.961,-1.587,-0.549,1.160
-0.217,0.134,0.948,-1.160,-0.488,1.343
-0.217,0.135,0.956,-0.305,-1.038,0.916
-0.214,0.136,0.967,0.122,-1.526,0.244
-1.875,-0.046,2.012,-18.250,-544.556,21.240
-1.760,-0.046,2.772,-92.834,-506.775,21.362
-1.519,-0.014,3.241,-137.329,-440.552,27.344
-1.335,0.007,3.080,-134.155,-353.027,29.602
-1.303,0.030,2.343,-97.229,-271.057,27.222
-1.381,0.098,1.496,-52.734,-225.281,27.405
-1.405,0.182,1.104,-21.362,-223.511,29.968
-1.438,0.197,1.372,-19.287,-249.390,32.654
-1.422,0.158,1.982,-38.330,-267.212,40.405
-1.277,0.514,2.604,-62.927,-262.878,55.237
-1.058,0.934,3.073,-82.153,-233.765,60.547
-0.833,1.138,3.221,-89.172,-183.228,39.856
-0.674,0.981,2.926,-69.885,-122.009,1.709
-0.685,0.494,2.549,-34.546,-72.632,-39.612
-0.693,0.057,2.175,1.831,-39.856,-63.232
-0.632,-0.290,1.847,30.518,-17.578,-65.979
-0.570,-0.449,1.532,43.274,-2.075,-55.176
-0.467,-0.469,1.291,40.710,8.240,-37.903
-0.398,-0.432,1.120,27.039,13.000,-19.714
-0.372,-0.313,0.975,11.230,17.822,-2.441
-0.376,-0.156,0.839,1.099,19.165,10.803
-0.323,-0.006,0.844,-5.066,13.184,20.081
-0.299,0.116,0.864,-6.836,7.080,24.353
-0.281,0.208,0.890,-7.141,2.747,24.780
-0.253,0.266,0.941,-4.517,-1.587,22.095
-0.232,0.289,0.953,-0.793,-2.808,17.334
-0.230,0.288,0.972,1.404,-3.296,11.597
-0.235,0.216,1.016,2.075,-3.479,4.761
-0.242,0.138,1.046,0.916,-2.441,-0.183
-0.255,0.100,1.059,-2.014,-0.793,-1.648
-0.268,0.067,1.061,-4.578,0.977,-1.648
-0.275,0.053,1.047,-6.592,2.563,0.000
-0.275,0.039,1.075,-7.812,2.563,2.319
-0.270,0.055,1.083,-8.057,3.052,5.615
-0.252,0.101,1.080,-6.470,3.906,9.094
-0.235,0.141,1.082,-2.869,3.418,10.437
-0.212,0.172,1.059,-0.305,4.150,10.132
-0.214,0.211,1.071,-0.366,4.761,9.033
-0.215,0.234,1.120,-2.075,5.554,6.226
-0.221,0.228,1.129,-3.113,8.667,2.258
-0.232,0.182,1.089,-1.892,12.817,-1.953
-0.234,0.123,1.032,0.427,15.686,-4.700
-0.239,0.073,0.979,3.479,16.357,-5.676
-0.240,0.038,0.930,7.263,15.198,-4.761
-0.236,0.003,0.914,8.606,12.695,-3.479
-0.235,0.012,0.896,6.836,11.169,-0.977
-0.227,0.026,0.899,2.747,9.705,1.404
-0.224,0.043,0.896,-0.183,8.545,3.296
-0.227,0.039,0.904,-2.625,7.446,4.211
-0.219,0.073,0.914,-4.456,6.104,6.104
-0.220,0.099,0.927,-5.310,5.188,7.385
-0.225,0.111,0.954,-6.104,3.845,7.751
-0.188,0.148,0.958,-4.944,3.418,8.484
-0.200,0.167,0.926,-3.113,3.601,7.446
-0.194,0.175,0.953,-2.625,2.197,6.470
-0.187,0.187,0.975,-1.526,0.916,5.310
-0.188,0.189,0.981,-0.671,1.282,3.479
-0.190,0.188,0.949,0.305,2.441,1.526
-0.189,0.162,0.940,0.061,2.563,-0.183
-0.192,0.131,0.953,-1.099,1.770,-1.831
-0.198,0.105,0.970,-1.282,1.831,-2.197
-0.199,0.101,0.960,-1.038,2.319,-1.343
-0.196,0.109,0.930,-0.671,2.747,-0.366
-0.198,0.096,0.933,-0.916,1.587,0.061
-0.209,0.103,0.963,-0.671,-0.244,1.160
-0.204,0.124,0.960,0.671,-0.122,2.014
-0.201,0.129,0.956,0.916,-0.061,1.648
-0.203,0.150,0.968,-2.258,-0.305,1.404
-0.202,0.151,0.980,-5.066,0.732,0.488
-0.207,0.125,0.964,-6.042,2.563,-1.282
-0.210,0.096,0.950,-4.150,3.235,-1.953
-0.205,0.085,0.939,-1.770,2.930,-1.526
-0.205,0.081,0.924,0.061,2.808,-0.549
-0.206,0.095,0.926,0.122,2.197,0.549
-0.199,0.115,0.937,-0.122,1.404,0.854
-0.194,0.119,0.947,0.122,1.160,0.122
-0.193,0.116,0.934,-0.305,1.770,-1.343
-0.202,0.116,0.937,-1.831,1.648,-2.197
-0.190,0.104,0.956,-3.113,1.343,-2.747
-0.185,0.096,0.940,-2.625,1.831,-2.930
-0.193,0.097,0.913,-1.526,1.953,-2.930
-0.188,0.093,0.928,-0.916,0.427,-2.808
-0.190,0.087,0.951,-1.038,-0.671,-2.747
-0.193,0.083,0.966,-1.160,-0.671,-2.563
-0.197,0.098,0.960,-1.099,-0.122,-1.709
-0.197,0.096,0.966,-0.610,-0.305,-1.343
-0.203,0.109,0.959,0.366,-0.488,-1.282
-0.200,0.113,0.979,0.854,-0.732,-1.343
-0.198,0.130,0.984,1.038,-0.366,-1.709
-0.201,0.118,0.976,0.366,0.671,-2.686
-0.203,0.096,0.971,-0.427,1.282,-3.296
-0.202,0.085,0.963,-1.099,1.709,-3.357
-0.203,0.072,0.963,-1.892,1.953,-3.113
-0.203,0.084,0.948,-2.075,2.319,-2.625
-0.200,0.093,0.940,-2.075,2.258,-2.380
-0.203,0.089,0.953,-2.258,1.648,-2.380
-0.201,0.079,0.954,-2.075,1.587,-2.258
-0.205,0.070,0.941,-1.770,1.892,-1.526
-0.205,0.089,0.943,-1.221,1.465,-0.061
-0.203,0.108,0.939,0.427,0.854,0.916
-0.200,0.125,0.928,1.343,0.122,0.793
-0.202,0.130,0.952,0.183,-0.793,0.000
-0.198,0.125,0.966,-1.526,-0.793,-1.038
-0.205,0.111,0.958,-3.113,0.427,-2.075
-0.208,0.089,0.959,-4.456,1.099,-2.686
-0.204,0.067,0.964,-5.798,1.160,-2.563
-0.205,0.070,0.969,-6.287,1.648,-1.526
-0.209,0.081,0.964,-5.005,1.648,0.000
-0.206,0.096,0.950,-2.258,1.404,1.465
-0.201,0.109,0.947,0.122,0.549,2.014
-0.202,0.117,0.954,0.916,-0.183,2.502
-0.203,0.131,0.954,0.427,-0.488,2.625
-0.196,0.132,0.961,-0.183,-0.916,1.953
-0.197,0.130,0.971,-0.610,-0.854,1.282
-0.200,0.123,0.973,-1.160,-0.671,0.671
-0.205,0.130,0.963,-1.892,-0.305,0.549
-0.200,0.132,0.975,-3.235,-0.305,0.122
-0.200,0.121,0.985,-5.371,-0.061,-0.610
-0.206,0.127,0.995,-6.653,0.305,-0.854
-1.688,-0.161,2.622,-11.047,-557.617,-10.620
-1.560,-0.165,3.490,-134.277,-485.168,-8.057
-1.392,-0.163,3.597,-195.007,-376.282,0.061
-1.369,-0.077,3.166,-167.358,-282.288,7.812
-1.512,0.026,2.454,-85.388,-224.670,8.606
-1.646,-0.109,1.979,6.470,-211.792,3.235
-1.578,-0.295,2.232,67.993,-234.375,3.540
-1.346,-0.312,2.809,82.214,-248.169,17.212
-1.099,-0.110,3.210,67.810,-226.440,34.790
-0.838,0.202,3.161,56.458,-173.889,42.725
-0.635,0.413,2.821,49.072,-114.624,34.363
-0.455,0.379,2.297,35.645,-60.669,10.620
-0.340,0.130,1.740,23.743,-20.752,-13.733
-0.299,-0.138,1.255,10.559,1.831,-30.457
-0.243,-0.333,0.950,-2.991,6.592,-34.302
-0.126,-0.336,0.745,-12.756,2.014,-27.161
-0.136,-0.273,0.655,-17.578,-6.531,-16.785
-0.089,-0.141,0.642,-20.020,-15.930,-7.019
-0.107,0.047,0.568,-20.386,-22.888,2.258
-0.143,0.160,0.589,-19.653,-32.349,5.554
-0.189,0.211,0.727,-16.296,-43.823,5.310
-0.254,0.191,0.875,-6.042,-51.636,2.686
-0.299,0.095,1.027,9.644,-56.641,-1.526
-0.317,0.042,1.150,22.705,-56.763,-3.418
-0.323,0.019,1.210,29.053,-51.514,-4.700
-0.335,-0.032,1.219,25.574,-41.992,-7.751
-0.347,-0.088,1.211,10.559,-30.396,-10.742
-0.349,-0.113,1.182,-7.263,-19.226,-11.597
-0.353,-0.120,1.143,-20.386,-10.803,-10.620
-0.354,-0.147,1.133,-25.269,-6.165,-9.521
-0.346,-0.180,1.103,-23.254,-4.028,-7.690
-0.356,-0.183,1.062,-18.372,-2.625,-3.418
-0.328,-0.195,1.091,-14.771,-3.418,1.465
-0.314,-0.148,1.109,-13.733,-3.784,7.507
-0.297,-0.055,1.112,-12.756,-2.014,13.062
-0.266,-0.010,1.114,-12.024,0.549,14.709
-0.240,0.040,1.094,-12.024,3.906,14.587
-0.225,0.068,1.033,-11.047,7.996,12.695
-0.217,0.071,0.964,-10.620,10.620,10.254
-0.204,0.086,0.906,-9.827,10.742,8.606
-0.204,0.069,0.890,-5.188,7.874,6.592
-0.205,0.054,0.864,0.793,4.700,4.944
-0.208,0.047,0.888,5.920,0.305,4.578
-0.203,0.036,0.925,8.362,-3.052,3.784
-0.220,0.011,0.957,7.874,-3.845,3.174
-0.227,-0.016,0.979,6.531,-3.723,2.869
-0.223,-0.018,0.973,5.310,-2.808,3.357
-0.217,-0.022,0.938,4.272,-1.953,3.906
-0.215,-0.024,0.923,2.441,-1.953,4.395
-0.209,-0.009,0.889,-0.427,-2.441,5.249
-0.206,0.010,0.913,-3.357,-4.456,6.287
-0.210,0.029,0.933,-4.456,-5.920,6.531
-0.220,0.036,0.968,-4.456,-6.714,6.287
-0.225,0.034,1.006,-4.456,-7.263,5.676
-0.242,0.038,1.031,-4.517,-6.531,5.310
-0.236,0.050,1.055,-3.540,-5.371,5.188
-0.236,0.063,1.057,-1.770,-3.479,4.639
-0.231,0.063,1.016,0.366,-0.854,3.113
-0.214,0.074,0.970,1.648,0.366,1.953
-0.208,0.054,0.954,1.465,0.366,-0.366
-0.212,0.021,0.945,0.122,0.183,-2.380
-0.224,0.006,0.927,-1.465,0.549,-2.747
-0.228,-0.004,0.920,-2.808,-0.183,-2.625
-0.231,-0.008,0.940,-4.822,-1.526,-1.953
-0.234,-0.003,0.973,-6.165,-2.747,-0.916
-0.237,0.001,0.993,-5.676,-3.296,-0.122
-0.231,0.023,0.982,-4.700,-2.991,0.854
-0.231,0.028,0.993,-3.845,-3.235,0.977
-0.227,0.040,1.001,-1.587,-3.479,0.671
-0.227,0.053,0.981,0.061,-2.747,0.122
-0.222,0.047,0.969,0.244,-2.319,-0.916
-0.225,0.036,0.981,-1.099,-2.441,-1.892
-0.224,0.045,0.998,-2.686,-2.014,-2.441
-0.233,0.057,0.998,-4.761,-0.854,-2.991
-0.240,0.046,1.001,-6.287,0.427,-3.723
-0.239,0.026,1.009,-7.202,0.977,-4.639
-0.235,0.007,1.011,-5.615,1.099,-4.700
-0.238,0.000,0.976,-1.099,1.648,-3.906
-0.233,-0.009,0.940,2.747,1.343,-3.296
-0.232,-0.005,0.939,3.540,-0.244,-2.686
-0.230,-0.010,0.965,1.282,-1.465,-2.014
-0.235,-0.002,0.967,-2.075,-1.160,-1.404
-0.243,-0.006,0.978,-4.517,-0.732,-1.160
-0.246,-0.003,0.985,-6.226,-0.732,-0.793
-0.246,0.004,1.002,-6.531,-0.793,-0.244
-0.245,0.003,1.024,-6.287,-0.671,-0.122
-0.239,0.025,1.029,-6.104,0.183,0.488
-0.239,0.036,1.009,-4.944,1.709,0.427
-0.237,0.021,0.998,-2.502,2.319,-0.549
-0.236,0.014,0.972,0.427,2.625,-0.916
-0.233,0.009,0.966,2.136,2.319,-0.793
-0.229,0.019,0.973,1.160,1.831,-0.305
-0.225,0.018,0.975,-0.671,2.014,-0.305
-0.235,0.014,0.976,-2.136,2.136,-0.488
-0.227,0.030,0.974,-3.052,2.136,-0.122
-0.230,0.023,0.962,-2.686,2.563,-0.183
-0.235,0.019,0.947,-2.441,2.258,-0.549
-0.230,0.013,0.982,-2.258,0.854,-0.793
-0.230,0.016,0.979,-1.343,1.282,-0.793
-0.235,0.012,0.957,-1.038,2.380,-1.221
-0.233,0.008,0.952,-2.075,2.502,-1.099
-0.240,0.033,0.963,-3.052,1.953,-0.305
-0.232,0.027,0.976,-2.869,1.648,-0.549
-0.230,0.030,0.983,-2.869,1.770,-0.732
-0.235,0.033,0.979,-2.502,2.258,-0.549
-0.236,0.029,0.958,-2.441,3.357,-0.854
-0.236,0.019,0.968,-2.686,2.930,-1.221
-0.240,0.023,0.971,-2.136,2.441,-0.610
-0.242,0.010,0.955,-0.854,3.052,-0.427
-0.242,0.006,0.947,-0.061,2.747,0.122
-0.236,0.036,0.950,-0.977,2.380,1.160
-0.231,0.039,0.960,-2.258,2.502,0.916
-0.232,0.033,0.966,-3.540,2.747,0.122
-0.233,0.033,0.974,-4.517,2.930,-0.122
-0.232,0.034,0.981,-3.418,2.930,-0.244
-0.237,0.030,0.966,-1.587,3.418,-0.427
-0.235,0.029,0.960,-0.610,3.418,-0.244
-0.230,0.022,0.978,-0.122,2.502,-0.305
-0.225,0.021,0.971,-0.244,3.296,0.183
-1.642,0.101,1.695,-58.533,-478.699,-68.481
-1.762,-0.092,1.990,-99.976,-443.848,-72.021
-1.821,-0.262,2.208,-112.732,-409.119,-65.369
-1.829,-0.339,2.351,-93.140,-381.042,-49.072
-1.791,-0.391,2.368,-59.631,-354.919,-29.602
-1.759,-0.283,2.237,-28.687,-328.857,-7.080
-1.717,-0.125,2.255,-25.024,-305.908,15.442
-1.548,0.249,2.621,-59.387,-292.114,39.856
-1.273,0.795,3.060,-88.318,-273.499,56.946
-0.998,1.085,3.250,-82.092,-236.328,45.105
-0.768,0.974,3.082,-44.495,-181.274,4.456
-0.700,0.437,2.801,-4.456,-127.991,-44.250
-0.720,-0.031,2.471,22.400,-84.473,-73.669
-0.731,-0.495,2.025,41.565,-46.936,-81.055
-0.719,-0.771,1.667,48.340,-21.912,-71.411
-0.607,-0.806,1.465,45.654,-10.864,-46.448
-0.507,-0.719,1.369,34.607,-5.249,-20.569
-0.452,-0.611,1.280,17.578,2.136,-2.380
-0.438,-0.453,1.169,0.366,11.475,13.428
-0.420,-0.238,1.106,-14.404,17.395,27.710
-0.400,-0.013,1.044,-20.142,19.897,36.255
-0.313,0.129,0.955,-20.142,20.935,38.269
-0.283,0.283,0.895,-17.151,18.066,36.621
-0.240,0.348,0.880,-10.315,12.756,28.809
-0.213,0.325,0.924,-2.563,7.263,17.761
-0.208,0.256,0.930,2.441,6.592,7.874
-0.226,0.159,0.913,4.822,8.911,-0.061
-0.239,0.055,0.919,3.723,9.338,-4.211
-0.250,-0.008,0.951,0.854,8.972,-5.249
-0.233,-0.039,0.914,-2.319,10.559,-3.845
-0.239,-0.059,0.911,-4.944,10.376,-1.831
-0.238,-0.049,0.941,-7.812,7.202,1.526
-0.235,-0.014,0.956,-8.911,5.188,5.920
-0.234,0.039,0.954,-8.850,3.357,9.094
-0.217,0.097,0.998,-8.545,0.610,10.620
-0.202,0.146,1.050,-7.446,-1.770,10.254
-0.196,0.165,1.067,-5.188,-1.282,7.629
-0.191,0.156,1.054,-2.197,-0.122,3.723
-0.198,0.129,1.038,0.793,1.587,0.061
-0.218,0.076,1.002,2.319,3.479,-2.930
-0.237,0.031,0.954,1.343,5.005,-3.845
-0.242,-0.010,0.954,-1.343,4.639,-4.028
-0.254,-0.033,0.964,-4.517,3.784,-3.113
-0.261,-0.031,0.972,-7.141,3.845,-1.343
-0.257,-0.015,0.982,-9.155,4.150,0.977
-0.262,0.001,0.970,-10.437,5.005,2.502
-0.256,0.029,0.946,-10.925,5.676,3.601
-0.252,0.037,0.926,-10.254,5.127,4.028
-0.252,0.060,0.901,-8.850,4.395,4.639
-0.243,0.075,0.916,-7.019,2.258,4.517
-0.227,0.079,0.935,-5.798,0.732,3.967
-0.229,0.069,0.937,-6.042,0.610,3.357
-0.235,0.071,0.924,-6.287,0.549,3.174
-0.235,0.087,0.936,-6.165,-0.916,3.357
-0.225,0.079,0.976,-5.249,-3.052,3.052
-0.220,0.071,0.972,-2.258,-3.113,2.441
-0.217,0.045,0.957,0.488,-2.441,2.075
-0.211,0.044,0.945,1.221,-2.197,2.747
-0.200,0.050,0.916,0.854,-1.770,3.723
-0.205,0.070,0.898,-0.793,-2.014,4.639
-0.215,0.076,0.931,-3.723,-3.174,4.822
-0.218,0.099,0.943,-7.202,-3.723,5.432
-0.221,0.118,0.969,-9.338,-3.906,4.944
-0.226,0.116,1.014,-10.742,-4.333,3.540
-0.235,0.111,1.045,-9.644,-3.845,2.380
-0.236,0.099,1.048,-5.188,-2.441,0.977
-0.236,0.086,1.031,-0.366,-0.977,-0.183
-0.243,0.071,1.002,1.648,0.854,-0.854
-0.245,0.075,0.986,0.366,1.953,-0.732
-0.246,0.082,0.969,-2.258,2.930,-0.366
-0.249,0.089,0.938,-3.662,3.540,-0.549
-0.245,0.084,0.923,-3.723,3.235,-1.221
-0.242,0.072,0.916,-3.967,2.197,-2.136
-0.235,0.070,0.945,-5.188,1.343,-2.808
-0.233,0.066,0.958,-7.202,1.953,-3.113
-0.245,0.046,0.968,-7.080,2.563,-3.357
-0.251,0.038,0.970,-4.883,2.136,-2.991
-0.248,0.046,0.968,-1.770,1.160,-1.892
-0.251,0.054,0.970,0.549,-0.061,-0.732
-0.248,0.068,0.974,1.221,-0.916,-0.122
-0.245,0.071,1.001,-0.427,-1.282,0.000
-0.241,0.072,1.009,-2.319,-0.549,-0.183
-0.241,0.056,0.985,-2.686,1.221,-0.977
-0.245,0.035,0.964,-2.869,2.258,-1.099
-0.246,0.035,0.986,-4.395,1.709,0.122
-0.246,0.070,0.995,-5.188,1.831,1.709
-0.243,0.079,1.000,-4.578,2.258,1.831
-0.242,0.093,1.001,-3.906,2.747,1.709
-0.238,0.095,1.001,-2.441,3.052,1.404
-0.222,0.098,0.992,-0.549,3.296,0.977
-0.240,0.105,0.969,0.610,3.540,0.610
-0.229,0.091,0.961,1.648,3.296,-0.122
-0.235,0.070,0.957,1.587,3.418,-0.916
-0.238,0.055,0.949,0.305,3.662,-0.305
-0.235,0.053,0.954,-1.648,3.113,0.366
-0.239,0.054,0.958,-2.930,3.235,1.099
-0.238,0.073,0.965,-3.540,2.747,2.258
-0.235,0.085,0.958,-2.380,2.502,2.502
-0.235,0.099,0.948,-0.671,2.502,2.441
-0.232,0.104,0.948,0.000,2.075,1.709
-0.231,0.103,0.963,-0.549,2.014,0.793
-0.231,0.100,0.960,-1.282,2.930,0.122
-0.235,0.080,0.949,-0.854,3.601,-0.549
-0.237,0.074,0.949,0.000,3.052,-0.488
-0.232,0.074,0.962,0.732,2.502,0.183
-0.234,0.078,0.947,0.488,3.052,0.366
-0.236,0.058,0.934,0.244,2.930,0.244
-0.231,0.067,0.917,0.183,2.869,0.793
-0.227,0.073,0.926,-1.221,2.075,1.343
-0.224,0.079,0.947,-3.418,1.282,1.709
-0.226,0.094,0.955,-4.639,1.221,1.892
-0.221,0.119,0.959,-4.456,1.343,1.953
-0.216,0.140,0.964,-2.991,1.038,1.343
-0.218,0.122,0.962,-0.671,1.282,-0.305
-0.217,0.110,0.940,0.671,1.770,-1.526
-0.229,0.100,0.951,0.977,1.343,-1.709
-0.224,0.089,0.962,0.366,1.099,-2.014
-0.232,0.066,0.965,-0.488,1.831,-2.502
-0.236,0.060,0.962,-1.892,2.014,-2.197
-1.720,0.051,1.038,38.696,-525.146,32.593
-1.895,0.310,1.391,136.292,-553.528,20.447
-1.765,0.212,1.786,191.162,-557.495,-15.625
-1.639,0.161,2.288,163.940,-529.846,-49.316
-1.598,0.204,2.605,61.523,-458.740,-70.374
-1.676,0.096,2.286,-55.725,-351.746,-88.013
-1.818,0.009,1.800,-146.729,-266.968,-92.163
-1.900,-0.273,1.702,-192.078,-242.371,-85.022
-1.901,-0.465,1.915,-198.975,-249.146,-60.730
-1.807,-0.460,2.396,-185.913,-261.841,-20.752
-1.587,-0.003,2.991,-155.334,-268.066,25.635
-1.272,0.460,3.334,-100.098,-250.305,50.171
-0.978,0.560,3.335,-28.198,-206.543,39.551
-0.824,0.290,2.943,33.630,-150.085,10.986
-0.727,0.053,2.612,61.035,-101.624,-8.911
-0.643,-0.067,2.330,63.599,-62.378,-17.334
-0.582,-0.215,1.982,52.002,-26.672,-21.484
-0.522,-0.314,1.608,39.978,2.686,-20.691
-0.465,-0.307,1.247,28.625,22.400,-13.550
-0.410,-0.309,1.046,14.587,29.724,-5.981
-0.380,-0.278,0.853,0.854,31.738,1.282
-0.365,-0.188,0.663,-10.193,31.006,10.193
-0.339,-0.074,0.650,-15.442,20.508,17.761
-0.311,-0.006,0.744,-12.939,7.507,20.996
-0.302,0.042,0.797,-4.456,-0.244,21.606
-0.289,0.099,0.829,6.470,-4.700,21.606
-0.271,0.148,0.824,15.320,-6.836,19.287
-0.263,0.150,0.817,15.747,-6.653,14.404
-0.276,0.109,0.858,6.714,-6.409,8.484
-0.258,0.086,0.889,-4.883,-4.700,4.456
-0.281,0.037,0.936,-14.465,-3.723,0.977
-0.290,0.002,0.974,-19.714,-3.052,0.183
-0.299,-0.030,1.023,-21.423,-3.174,1.221
-0.296,-0.027,1.045,-19.714,-2.380,4.150
-0.283,0.026,1.041,-16.113,-0.916,7.874
-0.276,0.067,1.010,-10.376,-0.122,9.644
-0.266,0.069,1.007,-4.395,-1.160,9.338
-0.251,0.107,1.005,1.221,-2.319,9.705
-0.246,0.143,0.967,3.723,-1.587,8.728
-0.246,0.147,0.984,1.648,-1.465,5.981
-0.257,0.118,1.010,-2.869,-1.038,2.441
-0.265,0.098,1.000,-5.432,1.038,-0.549
-0.283,0.053,0.997,-5.554,2.441,-3.052
-0.285,0.021,0.960,-4.150,3.479,-3.906
-0.290,-0.007,0.940,-2.197,3.723,-3.906
-0.307,-0.029,0.930,-1.282,3.113,-3.479
-0.304,-0.029,0.916,-2.075,3.052,-1.770
-0.308,0.007,0.881,-3.174,2.991,0.854
-0.306,0.041,0.884,-5.188,1.709,2.686
-0.297,0.059,0.911,-7.263,-0.305,3.052
-0.301,0.092,0.904,-7.324,-0.488,2.991
-0.289,0.094,0.914,-6.897,-1.099,1.831
-0.286,0.081,0.939,-6.042,-2.502,0.305
-0.293,0.080,0.950,-4.395,-2.991,-0.183
-0.296,0.056,0.978,-3.906,-3.784,-0.732
-0.295,0.046,0.998,-3.784,-4.028,-0.366
-0.291,0.039,1.010,-3.357,-3.784,0.488
-0.287,0.036,1.003,-2.625,-3.296,1.343
-0.277,0.052,0.998,-1.526,-2.441,2.258
-0.271,0.070,0.991,-1.099,-1.892,2.747
-0.266,0.114,0.971,-2.197,-1.099,3.113
-0.268,0.115,0.995,-3.662,-1.038,1.526
-0.279,0.101,0.983,-5.005,0.061,-0.549
-0.281,0.072,0.996,-4.883,0.610,-1.587
-0.285,0.052,1.009,-3.845,0.671,-1.587
-0.288,0.038,0.999,-1.465,1.221,-0.916
-0.282,0.039,0.989,0.854,1.404,0.244
-0.288,0.051,0.952,2.502,1.770,1.526
-0.288,0.050,0.951,2.380,1.404,2.563
-0.290,0.067,0.944,0.427,1.343,2.930
-0.281,0.117,0.892,-1.099,2.380,3.235
-0.278,0.095,0.912,-2.747,1.343,1.038
-0.278,0.073,0.931,-4.395,0.366,-1.038
-0.285,0.058,0.932,-3.540,0.366,-1.526
-0.288,0.022,0.940,-2.075,-0.488,-1.892
-0.284,0.034,0.960,-0.488,-2.014,-0.305
-0.287,0.051,0.970,1.160,-2.563,0.977
-0.284,0.052,0.988,1.831,-2.686,1.038
-0.284,0.051,0.983,1.099,-1.709,1.282
-0.286,0.057,0.989,-0.427,-0.977,1.404
-0.287,0.056,1.006,-1.282,-0.610,1.526
-0.286,0.069,1.012,-1.770,0.549,1.465
-0.289,0.067,1.025,-2.441,1.709,1.038
-0.289,0.065,1.004,-2.380,3.723,0.488
-0.294,0.064,0.967,-2.136,5.615,0.305
-0.292,0.054,0.945,-2.319,5.859,0.244
-0.290,0.060,0.944,-2.136,4.822,0.732
-0.282,0.075,0.942,-2.075,4.089,1.221
-0.279,0.080,0.946,-2.075,3.418,1.160
-0.275,0.066,0.935,-2.319,3.174,0.427
-0.274,0.083,0.933,-4.395,3.052,0.671
-0.273,0.106,0.946,-7.141,2.563,0.610
-0.272,0.090,0.966,-9.277,2.441,-0.732
-0.276,0.103,0.962,-10.010,3.479,-1.282
-0.275,0.085,0.968,-8.789,3.662,-2.136
-0.278,0.069,0.950,-5.920,4.089,-2.686
-0.278,0.059,0.927,-3.418,4.028,-2.197
-0.274,0.062,0.934,-2.319,2.625,-1.221
-0.273,0.072,0.949,-2.075,1.892,-0.061
-0.273,0.081,0.964,-1.770,1.770,0.305
-0.278,0.094,0.943,-1.953,2.686,0.305
-0.280,0.085,0.958,-2.380,2.258,-0.549
-0.279,0.063,0.973,-2.441,2.014,-1.343
-0.280,0.047,0.955,-1.709,3.357,-1.160
-0.281,0.053,0.930,-0.549,3.601,-0.244
-0.276,0.090,0.919,0.366,2.930,1.038
-0.266,0.077,0.925,0.916,2.625,0.427
-0.263,0.073,0.904,0.549,3.235,-0.122
-0.264,0.084,0.904,-0.183,2.869,0.122
-0.266,0.084,0.896,0.061,2.441,-0.305
-0.267,0.067,0.902,-1.526,1.587,-0.916
-0.266,0.067,0.942,-4.150,0.366,-0.671
-0.268,0.081,0.947,-4.822,0.488,-0.488
-0.273,0.080,0.957,-3.784,0.610,-0.732
-0.272,0.076,0.993,-2.808,-0.366,-0.854
-0.274,0.062,0.987,-0.977,0.671,-1.099
-0.271,0.068,0.973,0.854,1.953,-0.549
-0.271,0.062,0.975,1.221,2.075,-0.305
-0.270,0.066,0.968,1.160,2.563,-0.244
-1.749,0.069,1.830,-98.450,-538.330,-30.334
-1.895,-0.076,2.307,-120.911,-506.531,-27.832
-1.907,-0.148,2.555,-90.393,-474.731,-19.287
-1.930,-0.112,2.663,-17.029,-447.693,-9.583
-1.889,-0.239,2.790,71.777,-428.162,-10.986
-1.753,-0.163,2.751,140.991,-399.170,-14.038
-1.592,-0.031,2.716,149.048,-356.812,-16.968
-1.394,-0.040,2.911,85.205,-308.105,-26.123
-1.176,0.108,3.114,-19.531,-246.277,-28.870
