aX,aY,aZ,gX,gY,gZ
-0.178,-0.040,0.968,-1.648,-0.061,3.479
-0.188,-0.016,0.949,-0.732,0.732,3.296
-0.185,-0.010,0.951,-0.427,0.305,1.892
-0.188,-0.032,0.981,-1.953,-0.732,0.122
-0.192,-0.034,0.999,-3.906,0.122,-0.671
-0.193,-0.040,1.001,-4.517,1.343,-0.916
-0.195,-0.059,0.989,-4.333,2.380,-1.282
-0.198,-0.057,0.971,-3.723,2.869,-0.977
-0.196,-0.055,0.967,-3.052,2.808,-0.305
-0.188,-0.056,0.968,-1.831,2.258,0.305
-0.193,-0.047,0.957,-0.610,2.319,0.977
-0.195,-0.046,0.943,0.610,1.587,0.916
-0.189,-0.049,0.969,1.465,-0.244,1.038
-0.184,-0.049,0.991,2.014,-0.671,1.160
-0.187,-0.044,0.986,2.075,0.183,1.404
-0.193,-0.038,0.968,1.892,1.404,1.343
-0.194,-0.028,0.972,0.793,1.587,1.404
-0.178,-0.018,1.001,-1.160,1.587,1.099
-0.172,-0.044,0.990,-1.160,3.418,-0.610
-0.188,-0.038,0.972,-0.732,3.357,-0.244
-0.185,-0.038,0.982,-2.136,2.258,-0.122
-0.174,-0.030,0.977,-2.136,2.136,0.000
-0.181,-0.041,0.993,-1.953,2.197,-0.671
-0.190,-0.058,0.986,-1.648,2.930,-1.160
-0.187,-0.049,0.971,-0.732,3.540,-0.427
-0.185,-0.033,0.952,-0.549,3.357,0.305
-0.182,-0.022,0.948,-0.977,2.319,0.427
-0.182,-0.026,0.962,-1.770,1.282,-0.061
-0.181,-0.032,0.971,-2.014,0.610,-0.732
-0.179,-0.034,0.988,-1.282,0.366,-0.916
-0.178,-0.051,0.988,-0.427,0.671,-1.404
-0.182,-0.053,0.980,-0.183,1.404,-1.160
-0.185,-0.051,0.983,-0.977,1.526,-0.610
-0.187,-0.046,0.989,-1.221,1.892,-0.122
-0.189,-0.038,0.999,-1.526,2.319,0.122
-0.192,-0.040,1.000,-1.465,2.869,0.122
-0.189,-0.048,0.988,-1.465,3.357,-0.488
-0.188,-0.054,0.974,-1.221,3.357,-0.610
-0.187,-0.050,0.957,-1.282,3.357,-0.427
-0.182,-0.050,0.960,-2.014,2.625,-0.549
-0.182,-0.055,0.980,-2.625,1.587,-0.549
-0.184,-0.060,0.981,-2.075,1.648,-0.305
-0.185,-0.052,0.983,-1.526,1.404,0.305
-0.187,-0.053,0.986,-1.099,1.099,0.610
-0.184,-0.047,0.988,-0.427,1.099,0.977
-0.185,-0.041,0.994,0.488,1.160,1.160
-0.189,-0.045,0.988,0.854,1.465,0.732
-0.184,-0.052,0.999,0.549,1.343,0.305
-0.181,-0.047,0.997,-0.061,1.770,0.488
-0.183,-0.039,0.985,-0.854,2.502,0.610
-0.182,-0.037,0.978,-1.343,2.502,0.244
-0.180,-0.045,0.985,-1.770,2.014,-0.122
-0.179,-0.056,0.989,-1.770,2.014,-0.427
-0.184,-0.061,0.986,-0.854,2.197,-0.305
-1.386,-0.276,1.562,128.113,-564.270,75.684
-1.336,-0.280,2.205,120.667,-558.228,71.960
-1.165,-0.092,2.777,73.547,-518.860,72.571
-0.964,0.196,3.224,7.446,-452.698,75.989
-0.794,0.471,3.271,-50.537,-365.051,72.815
-0.738,0.587,2.889,-74.829,-274.231,54.626
-0.746,0.417,2.455,-75.500,-208.496,27.161
-0.782,0.169,2.074,-58.655,-171.692,6.592
-0.795,-0.031,1.975,-29.724,-160.950,-0.977
-0.711,-0.250,2.042,-0.977,-159.851,-1.465
-0.642,-0.351,2.055,18.494,-151.123,7.935
-0.557,-0.292,1.954,28.076,-134.460,24.231
-0.467,-0.129,1.763,33.508,-115.906,38.940
-0.373,0.039,1.560,36.194,-98.328,46.875
-0.288,0.130,1.461,36.560,-88.135,46.143
-0.241,0.194,1.384,38.635,-81.055,39.734
-0.220,0.227,1.381,38.452,-73.486,30.273
-0.211,0.159,1.432,29.785,-63.782,17.944
-0.227,0.079,1.439,14.221,-49.255,7.446
-0.253,0.032,1.378,1.465,-32.776,0.854
-0.265,0.026,1.278,-5.249,-18.494,-2.502
-0.264,0.022,1.168,-8.179,-9.338,-3.845
-0.293,0.038,1.096,-8.972,-6.531,-4.578
-0.301,0.029,1.077,-9.216,-7.690,-5.249
-0.301,0.014,1.132,-7.874,-12.451,-5.310
-0.294,0.010,1.172,-3.479,-14.465,-4.150
-0.276,0.014,1.178,2.075,-12.939,-3.052
-0.265,0.017,1.195,6.653,-10.498,-2.563
-0.245,0.017,1.187,10.193,-7.446,-2.136
-0.247,0.017,1.170,13.428,-3.784,-2.563
-0.246,-0.004,1.139,13.489,0.732,-3.357
-0.248,-0.001,1.114,10.376,5.310,-3.662
-0.240,-0.040,1.120,5.432,9.644,-4.639
-0.244,-0.059,1.101,-1.038,15.198,-4.639
-0.243,-0.072,1.053,-6.348,20.508,-3.479
-0.223,-0.078,0.994,-8.545,23.682,-1.709
-0.216,-0.047,0.923,-8.728,24.780,1.648
-0.205,-0.024,0.854,-8.118,23.010,4.700
-0.181,0.021,0.848,-8.118,18.005,7.507
-0.146,0.087,0.865,-6.348,12.207,9.888
-0.133,0.085,0.898,-3.357,8.179,8.362
-0.120,0.094,0.891,-2.441,6.592,6.409
-0.122,0.133,0.904,-1.770,5.249,5.249
-0.116,0.147,0.956,-4.700,3.296,2.380
-0.117,0.122,0.991,-5.432,3.296,-1.038
-0.142,0.108,1.008,-3.296,4.333,-3.174
-0.154,0.072,1.019,-2.075,5.493,-4.578
-0.163,0.057,0.982,0.671,6.836,-5.310
-0.158,0.044,0.976,1.343,6.348,-5.310
-0.154,0.040,1.001,0.916,4.639,-4.700
-0.140,0.022,1.012,1.953,4.944,-4.639
-0.156,0.005,0.979,4.761,6.042,-4.456
-0.179,0.014,0.932,4.272,4.883,-3.601
-0.167,-0.001,0.963,1.099,1.770,-3.479
-0.163,-0.031,1.009,-1.160,0.610,-3.601
-0.167,-0.045,1.000,-2.075,2.747,-3.052
-0.163,-0.032,0.975,-3.235,3.845,-1.160
-0.149,-0.004,0.977,-4.761,3.235,1.038
-0.144,-0.001,0.986,-5.798,3.052,1.770
-0.144,0.005,0.972,-4.700,3.540,2.380
-0.142,0.016,0.957,-3.052,3.174,2.991
-0.136,0.028,0.952,-1.099,1.770,3.235
-0.133,0.027,0.971,-0.244,0.671,3.052
-0.135,0.038,0.983,0.122,0.549,3.174
-0.129,0.067,0.993,-0.549,0.610,3.418
-0.126,0.093,1.000,-0.366,1.282,2.441
-0.129,0.083,1.001,0.000,2.258,0.061
-0.111,0.062,0.993,0.977,3.174,-1.892
-0.141,0.045,0.967,2.747,3.113,-2.808
-0.140,0.042,0.910,2.197,2.014,-2.686
-0.127,0.015,0.966,0.244,-0.305,-3.418
-0.135,-0.009,0.961,0.061,-0.122,-3.479
-0.137,-0.023,0.929,-0.305,1.160,-2.991
-0.133,-0.011,0.948,-2.075,-0.488,-1.282
-0.143,0.009,0.959,-2.319,-1.770,0.427
-0.139,0.002,0.954,0.061,-1.465,0.305
-0.138,0.007,0.945,2.319,-1.343,0.671
-0.138,0.031,0.957,1.709,-2.075,1.648
-0.130,0.065,0.973,-0.427,-2.808,1.892
-0.130,0.082,0.982,-1.587,-2.625,0.549
-0.140,0.054,0.994,-2.014,-2.014,-1.831
-0.145,0.028,0.986,-1.282,-0.977,-2.991
-0.150,0.029,0.974,-0.671,-0.610,-2.869
-0.146,0.021,0.982,-0.793,-0.916,-2.747
-0.147,0.022,0.988,-1.038,-1.038,-2.441
-0.146,0.034,0.969,-0.244,-0.183,-2.075
-0.139,0.043,0.949,0.916,-0.183,-1.953
-0.142,0.039,0.947,1.038,-0.977,-2.380
-0.143,0.002,0.964,1.038,-2.136,-3.052
-0.143,-0.002,0.972,0.854,-2.808,-2.625
-0.144,-0.003,0.978,0.671,-2.625,-1.526
-0.145,0.005,0.974,0.916,-2.502,-0.671
-0.147,0.028,0.993,0.244,-2.930,0.488
-0.148,0.029,1.005,-0.671,-2.747,0.427
-0.150,0.025,1.012,-0.793,-1.892,0.366
-0.149,0.039,1.002,-0.488,-0.977,0.427
-0.154,0.044,0.998,0.427,-0.671,0.000
-0.152,0.033,0.999,0.977,-0.732,-0.854
-0.154,0.031,0.994,1.160,-0.732,-1.282
-0.153,0.018,1.006,0.427,-0.916,-1.526
-0.153,0.014,1.012,-0.122,-0.671,-1.404
-0.158,0.022,0.992,0.366,0.549,-1.099
-0.161,0.007,0.991,0.793,0.610,-1.160
-0.158,-0.000,1.000,0.549,0.122,-0.732
-0.156,0.005,1.002,0.244,0.366,0.061
-0.154,0.013,1.003,-0.061,0.732,0.610
-0.147,0.025,0.991,0.061,1.343,1.282
-0.148,0.030,0.961,0.183,1.953,0.977
-0.148,0.021,0.957,-0.061,1.404,0.488
-0.145,0.023,0.969,-0.854,0.183,0.916
-0.140,0.030,0.973,-1.038,0.061,0.916
-0.139,0.045,0.967,-0.732,0.183,0.854
-0.139,0.051,0.978,-0.793,0.000,0.305
-0.139,0.041,0.999,-0.916,0.122,-0.610
-0.151,0.026,0.998,-1.282,0.854,-1.160
-0.157,0.027,0.988,-1.221,1.526,-1.099
-0.149,0.037,0.991,-1.099,1.038,-0.977
-0.145,0.036,0.986,-0.793,1.160,-1.343
-0.146,0.029,0.964,-0.549,1.770,-1.953
-1.739,-0.071,1.559,8.179,-571.899,37.048
-1.727,-0.022,2.373,-62.439,-553.528,36.072
-1.547,-0.016,3.196,-137.329,-514.771,46.082
-1.368,0.021,3.550,-172.913,-442.505,63.232
-1.201,0.091,3.475,-152.832,-361.511,78.125
-1.090,0.215,2.987,-80.261,-289.062,83.618
-1.064,0.315,2.240,7.996,-235.962,78.369
-1.032,0.283,1.743,71.533,-219.177,69.092
-0.958,0.440,1.712,99.915,-230.957,63.538
-0.767,0.502,2.100,89.478,-238.586,54.749
-0.606,0.487,2.506,45.959,-218.323,38.391
-0.524,0.507,2.572,0.000,-167.480,22.827
-0.488,0.436,2.340,-26.489,-111.084,4.700
-0.477,0.307,2.059,-28.259,-70.496,-12.207
-0.483,0.156,1.782,-6.165,-48.401,-25.635
-0.496,-0.025,1.610,25.269,-40.405,-34.424
-0.519,-0.245,1.543,52.307,-38.391,-37.598
-0.528,-0.400,1.463,72.205,-33.386,-32.349
-0.504,-0.390,1.326,81.360,-23.621,-19.836
-0.470,-0.302,1.157,74.890,-12.451,-7.080
-0.422,-0.187,0.993,55.054,-4.578,0.549
-0.358,-0.100,1.003,27.954,-4.028,4.333
-0.315,-0.065,1.080,2.747,-4.456,4.150
-0.286,-0.033,1.109,-12.146,-0.061,2.502
-0.279,-0.036,1.084,-15.930,5.798,-0.305
-0.280,-0.064,1.048,-16.113,9.583,-2.380
-0.264,-0.068,1.009,-15.259,11.475,-2.136
-0.238,-0.036,0.982,-14.404,12.024,0.122
-0.213,0.010,0.969,-12.695,11.475,2.563
-0.222,0.015,0.941,-8.789,10.803,2.258
-0.218,-0.007,0.917,-6.409,10.132,1.282
-0.214,-0.008,0.908,-5.249,9.705,1.953
-0.226,0.026,0.888,-5.066,8.484,3.967
-0.219,0.037,0.920,-6.653,5.737,4.578
-0.215,0.049,0.972,-7.141,2.747,4.517
-0.212,0.056,0.995,-6.531,2.441,3.845
-0.214,0.052,1.026,-5.493,3.357,2.502
-0.209,0.045,1.014,-3.418,5.432,1.526
-0.206,0.037,0.989,-1.709,7.751,1.099
-0.204,0.058,0.957,-1.526,8.850,0.916
-0.191,0.088,0.950,-2.869,8.667,0.671
-0.184,0.083,0.940,-1.953,7.935,-1.282
-0.178,0.053,0.941,0.305,7.019,-3.113
-0.189,0.027,0.935,2.502,5.920,-4.211
-0.199,0.007,0.916,3.845,5.188,-4.639
-0.208,-0.027,0.937,2.869,3.357,-4.944
-0.209,-0.045,0.977,1.160,1.953,-4.211
-0.214,-0.044,0.993,0.671,2.441,-2.930
-0.216,-0.049,0.985,1.160,3.174,-1.709
-0.213,-0.043,0.976,0.183,3.235,-0.366
-0.212,-0.013,0.969,-0.732,2.808,1.282
-0.195,-0.012,0.976,-0.610,2.380,1.770
-0.197,-0.011,0.976,0.183,2.319,1.648
-0.192,-0.009,0.965,0.671,2.563,1.953
-0.190,0.005,0.952,0.061,2.563,2.319
-0.191,0.000,0.970,-1.465,1.770,2.258
-0.197,-0.009,0.994,-2.014,1.221,2.075
-0.201,-0.009,0.990,-0.732,1.526,2.686
-0.197,-0.006,0.987,-0.122,1.648,3.418
-0.189,0.008,0.999,0.732,0.977,4.272
-0.191,0.023,1.002,1.526,0.793,4.700
-0.187,0.040,0.989,2.197,1.343,4.456
-0.174,0.059,0.988,2.197,1.770,3.845
-0.177,0.049,0.983,1.709,2.380,2.197
-0.182,0.030,0.950,1.526,3.723,0.305
-0.184,0.020,0.932,0.732,3.418,-0.549
-0.184,-0.000,0.961,-0.610,1.526,-0.854
-0.188,-0.002,0.961,0.244,1.343,-0.244
-0.192,-0.006,0.958,1.160,1.648,0.305
-0.193,0.003,0.970,1.404,1.282,0.977
-0.195,0.026,0.959,1.282,1.526,1.526
-0.196,0.017,0.961,1.465,1.526,1.282
-0.199,0.016,0.964,1.465,1.526,0.854
-0.197,0.015,0.954,1.587,1.465,0.610
-0.197,0.008,0.958,1.282,1.160,0.427
-0.198,0.009,0.957,0.244,1.099,0.671
-0.197,0.014,0.970,-0.671,0.610,0.854
-0.196,0.013,0.983,-0.610,0.183,0.854
-0.194,0.020,0.978,0.183,0.305,0.732
-0.197,0.005,0.984,1.282,0.244,-0.061
-0.198,-0.002,0.978,2.258,0.244,-0.183
-0.193,0.014,0.967,2.625,0.610,0.610
-0.189,0.015,0.972,1.526,0.671,0.427
-0.193,0.009,0.982,0.305,0.671,-0.061
-0.192,0.011,0.975,0.000,1.282,-0.366
-0.189,0.022,0.963,0.061,1.526,-0.427
-0.190,0.016,0.962,-0.366,1.404,-1.038
-0.193,-0.001,0.977,-0.793,0.916,-1.892
-0.197,0.002,0.975,-0.793,0.916,-1.770
-0.196,0.000,0.970,-0.854,1.038,-1.343
-0.192,0.002,0.988,-1.160,0.671,-1.038
-0.197,-0.003,0.993,-0.793,1.099,-0.732
-0.199,-0.006,0.982,-0.061,1.648,-0.549
-0.195,0.004,0.982,-0.061,1.587,0.000
-0.189,0.000,1.000,0.061,1.282,-0.183
-0.189,0.003,0.984,1.526,2.014,-0.366
-0.192,-0.004,0.976,2.808,2.319,-0.732
-0.197,-0.013,0.979,2.625,1.831,-0.732
-0.192,-0.002,0.981,1.648,1.587,0.000
-0.191,-0.000,0.984,0.671,1.587,0.183
-0.193,-0.003,0.990,-0.427,1.648,-0.122
-0.168,-0.006,0.992,-0.610,1.770,-0.061
-0.210,0.017,0.982,0.122,1.648,0.000
-0.189,0.004,1.005,-0.854,1.343,-0.549
-0.183,0.001,1.011,-0.183,2.502,-2.014
-0.191,-0.007,0.997,0.610,4.822,-2.319
-0.200,-0.026,0.977,0.671,5.676,-2.686
-0.193,-0.022,0.974,0.183,5.310,-1.648
-0.187,-0.008,0.983,0.000,4.211,-0.488
-0.192,-0.007,0.990,0.305,3.601,-0.244
-0.190,0.004,0.993,1.160,3.235,0.183
-0.181,0.011,0.985,2.075,3.723,-0.122
-0.188,0.005,0.958,2.930,4.883,-0.916
-0.188,-0.005,0.969,1.404,4.517,-1.160
-0.181,0.000,0.995,-0.488,3.601,-0.488
-0.179,0.002,0.998,-0.671,4.395,-0.366
-0.187,0.007,0.978,-0.305,5.310,-0.488
-0.183,0.019,0.967,-0.305,5.127,-0.305
-0.178,0.016,0.983,-1.160,4.456,-0.671
-1.754,-0.112,1.836,-113.342,-558.044,31.555
-1.755,-0.164,2.520,-228.333,-519.409,50.415
-1.548,-0.014,3.373,-311.523,-476.624,84.167
-1.119,0.294,3.981,-328.064,-425.598,123.596
-0.879,0.703,4.000,-247.437,-358.765,149.536
-0.823,0.864,3.691,-104.004,-281.738,137.207
-0.736,0.609,2.905,42.725,-214.233,103.943
-0.725,0.345,1.992,149.231,-173.340,82.214
-0.585,0.395,1.520,197.144,-175.415,79.956
-0.446,0.555,1.475,205.078,-201.965,77.087
-0.335,0.692,1.782,175.903,-217.041,63.171
-0.147,0.581,2.175,98.694,-198.853,41.870
-0.071,0.500,2.291,1.465,-147.278,23.865
-0.125,0.440,2.200,-72.327,-88.562,9.277
-0.161,0.288,1.944,-93.262,-43.274,-5.737
-0.218,0.130,1.584,-68.909,-19.409,-16.663
-0.273,0.001,1.364,-27.039,-19.714,-21.545
-0.292,-0.151,1.320,12.512,-31.250,-23.193
-0.209,-0.315,1.249,40.466,-37.170,-19.836
-0.191,-0.308,1.150,49.072,-36.316,-7.568
-0.178,-0.141,1.054,37.170,-33.936,9.155
-0.139,-0.005,1.001,20.142,-31.189,19.653
-0.144,0.085,0.971,9.583,-30.396,23.682
-0.144,0.135,1.008,5.310,-33.508,24.231
-0.155,0.145,1.096,12.817,-39.063,21.484
-0.161,0.119,1.168,27.771,-41.443,16.846
-0.152,0.081,1.210,39.307,-40.283,12.512
-0.146,0.073,1.244,42.358,-35.706,10.193
-0.153,0.078,1.213,36.743,-26.794,8.850
-0.157,0.106,1.150,26.428,-17.212,7.812
-0.168,0.122,1.112,13.306,-10.559,6.042
-0.174,0.110,1.092,-0.061,-5.737,3.296
-0.177,0.086,1.068,-10.437,-1.526,0.793
-0.186,0.034,1.068,-14.648,0.732,-1.526
-0.202,-0.017,1.061,-13.123,2.380,-2.380
-0.181,-0.053,1.028,-9.766,5.066,-1.221
-0.173,0.004,0.958,-3.235,6.287,3.296
-0.170,0.054,0.924,0.366,4.089,7.324
-0.145,0.097,0.934,0.366,0.122,9.338
-0.121,0.171,0.974,-0.610,-2.441,10.193
-0.110,0.202,0.978,-0.549,-1.770,8.423
-0.113,0.190,0.977,-1.282,-0.244,4.272
-0.113,0.187,0.986,-2.930,0.305,1.465
-0.109,0.180,0.984,-2.686,0.549,-0.916
-0.110,0.161,0.967,0.000,0.793,-3.113
-0.117,0.128,0.965,4.028,0.000,-4.822
-0.127,0.113,0.955,7.263,-0.610,-6.042
-0.132,0.097,0.953,7.935,-1.526,-6.897
-0.137,0.076,0.976,5.920,-2.991,-7.385
-0.147,0.048,1.000,3.723,-3.784,-7.324
-0.155,0.024,1.001,2.197,-3.052,-6.958
-0.154,0.028,1.012,-1.648,-2.686,-5.371
-0.151,0.046,1.032,-4.761,-2.563,-3.662
-0.147,0.039,1.057,-4.395,-1.892,-3.296
-0.146,0.041,1.035,-2.075,0.244,-2.991
-0.134,0.045,1.003,1.831,1.587,-2.502
-0.141,0.053,0.993,4.150,0.854,-1.465
-0.132,0.048,1.001,3.540,0.366,-0.793
-0.136,0.051,1.003,3.357,0.916,-0.427
-0.137,0.061,0.981,2.991,2.075,-0.122
-0.135,0.061,0.963,1.465,2.197,-0.183
-0.130,0.045,0.973,-0.366,1.404,-0.427
-0.136,0.032,0.992,-0.977,0.732,-0.244
-0.137,0.037,0.953,0.732,1.221,0.427
-0.129,0.048,0.950,1.099,0.244,1.160
-0.119,0.044,0.971,0.000,-1.282,1.404
-0.119,0.037,0.993,0.122,-1.221,1.465
-0.140,0.043,0.962,1.221,0.061,1.831
-0.138,0.067,0.922,0.610,-0.061,2.319
-0.130,0.063,0.973,-1.892,-3.296,1.953
-0.129,0.067,1.015,-3.296,-4.456,1.648
-0.135,0.053,1.021,-1.526,-2.563,1.099
-0.141,0.052,1.015,0.427,-0.977,0.854
-0.127,0.071,1.011,0.732,-0.305,1.038
-0.125,0.078,0.997,1.038,0.916,0.549
-0.129,0.044,0.993,1.770,1.953,-0.977
-0.137,0.028,0.991,2.380,2.686,-0.977
-0.147,0.026,0.947,2.563,3.235,-0.183
-0.143,0.024,0.954,0.854,1.587,0.549
-0.139,0.016,0.986,0.061,-0.488,1.587
-0.138,0.023,1.000,0.977,-0.244,2.808
-0.140,0.042,0.974,2.502,0.732,3.967
-0.156,0.062,0.952,2.930,0.671,4.333
-0.114,0.080,0.986,0.977,0.061,3.357
-0.119,0.076,1.002,0.793,1.099,1.526
-0.127,0.088,0.978,0.305,1.648,1.587
-0.121,0.099,0.999,-1.892,0.610,1.099
-0.118,0.089,1.002,-1.953,0.793,-0.183
-0.132,0.060,1.001,-0.183,1.953,-1.587
-0.136,0.043,0.980,1.282,2.808,-1.770
-0.136,0.048,0.984,1.892,2.258,-0.854
-0.140,0.046,0.996,1.099,1.648,-0.488
-0.142,0.052,0.983,1.526,2.258,0.061
-0.141,0.051,0.977,1.160,2.319,0.305
-0.135,0.057,0.995,-0.488,1.892,0.366
-0.132,0.058,1.006,-1.709,2.197,0.488
-0.138,0.049,0.998,-1.343,3.235,0.000
-0.136,0.050,0.991,-0.916,3.784,-0.122
-0.134,0.058,0.989,-0.183,3.845,0.427
-0.134,0.063,0.996,0.671,3.784,0.366
-0.133,0.066,0.990,0.671,3.967,-0.122
-0.130,0.078,0.988,0.732,4.150,-0.366
-0.129,0.068,0.984,0.122,4.028,-1.282
-0.128,0.069,0.973,-0.244,4.333,-1.648
-0.127,0.068,0.974,-0.305,4.089,-1.709
-0.127,0.057,0.982,-0.488,3.662,-2.136
-0.128,0.041,0.980,-0.977,3.540,-2.319
-0.128,0.042,0.975,-1.038,3.662,-1.770
-0.127,0.032,0.975,-1.831,3.601,-1.221
-0.126,0.041,0.981,-2.441,3.113,-0.427
-0.127,0.043,0.979,-2.319,2.930,0.244
-0.127,0.044,0.982,-1.892,2.625,0.854
-0.125,0.053,0.989,-0.427,2.380,1.404
-0.121,0.066,0.986,1.038,2.686,1.648
-0.120,0.071,0.990,1.587,3.296,1.526
-0.116,0.078,1.001,0.793,3.784,1.038
-0.115,0.089,1.005,-0.793,4.883,0.244
-0.114,0.092,1.010,-2.258,6.470,-1.160
-0.114,0.096,1.031,-3.906,7.690,-2.319
-2.157,-0.330,0.952,110.535,-694.153,46.570
-2.288,-0.343,1.785,65.369,-703.125,49.988
-2.262,-0.212,2.688,24.475,-678.467,54.688
-2.072,-0.149,3.442,-28.259,-619.629,54.688
-1.784,-0.117,3.840,-75.928,-527.283,56.641
-1.535,0.121,4.000,-104.614,-430.969,66.345
-1.351,0.332,3.804,-99.365,-338.074,67.749
-1.218,0.225,3.358,-58.350,-259.644,50.415
-1.146,0.076,2.815,-5.676,-198.975,28.320
-1.017,-0.036,2.445,22.522,-160.400,17.090
-0.826,-0.097,2.445,13.733,-140.686,14.465
-0.670,-0.137,2.457,-3.540,-117.920,14.587
-0.581,-0.110,2.382,-16.418,-86.731,15.015
-0.551,-0.062,2.143,-15.137,-54.504,14.221
-0.493,-0.055,1.879,-2.258,-30.090,10.620
-0.410,-0.067,1.685,16.968,-18.188,6.897
-0.341,-0.148,1.510,35.278,-9.521,2.380
-0.313,-0.232,1.372,43.274,-4.211,-0.549
-0.289,-0.243,1.231,44.250,0.549,0.549
-0.279,-0.198,1.102,38.879,7.019,3.723
-0.229,-0.136,0.997,23.254,13.062,6.042
-0.199,-0.064,0.934,4.028,16.541,7.385
-0.168,-0.039,0.913,-13.428,17.273,6.165
-0.152,-0.022,0.938,-26.978,16.602,4.089
-0.136,-0.022,0.972,-31.860,15.869,2.014
-0.135,-0.034,0.979,-27.222,15.137,0.122
-0.143,-0.052,0.941,-17.334,13.916,-0.732
-0.157,-0.039,0.905,-6.775,10.254,0.061
-0.163,-0.016,0.904,0.366,5.188,1.465
-0.153,-0.007,0.957,1.831,0.305,1.709
-0.138,0.028,1.010,-1.831,-1.648,1.770
-0.138,0.048,1.069,-6.958,0.000,0.183
-0.154,0.026,1.067,-9.155,4.150,-3.296
-0.171,-0.011,1.037,-10.071,8.972,-6.409
-0.185,-0.047,1.027,-10.315,10.742,-8.362
-0.194,-0.084,1.021,-10.254,11.719,-8.667
-0.199,-0.114,1.002,-9.277,12.451,-8.057
-0.203,-0.130,0.969,-7.874,12.329,-5.920
-0.190,-0.120,0.979,-6.042,10.010,-3.479
-0.183,-0.103,0.987,-4.395,8.118,-1.587
-0.178,-0.092,0.965,-3.052,7.507,-0.305
-0.167,-0.071,0.975,-3.418,5.798,0.732
-0.161,-0.051,0.990,-3.967,4.456,1.648
-0.153,-0.049,0.993,-3.967,4.639,1.587
-0.155,-0.058,1.001,-2.136,4.456,0.916
-0.157,-0.078,1.001,0.549,4.578,0.183
-0.159,-0.091,0.989,3.357,5.066,0.488
-0.163,-0.098,0.969,5.188,5.554,1.343
-0.164,-0.090,0.970,5.493,5.066,2.869
-0.177,-0.083,0.983,5.188,4.272,3.784
-0.155,-0.080,0.988,5.493,4.822,3.357
-0.164,-0.104,0.949,6.775,6.531,2.197
-0.164,-0.096,0.894,4.578,6.226,3.601
-0.159,-0.091,0.929,-0.916,2.258,4.944
-0.150,-0.081,0.979,-4.333,-0.610,5.920
-0.143,-0.089,1.004,-4.211,-0.549,5.798
-0.140,-0.078,0.996,-2.563,1.038,6.165
-0.135,-0.053,0.990,-1.831,1.465,6.836
-0.132,-0.022,1.000,-1.770,0.854,7.202
-0.130,-0.002,1.001,-1.770,0.854,6.775
-0.127,0.000,0.999,-0.488,1.404,5.432
-0.130,-0.004,0.997,0.854,1.770,3.845
-0.127,-0.002,0.993,1.526,1.587,2.991
-0.135,-0.007,0.976,1.221,1.770,1.648
-0.134,-0.026,0.978,-0.793,1.465,0.061
-0.139,-0.052,0.998,-1.587,1.282,-1.221
-0.143,-0.075,0.986,-1.282,1.770,-1.343
-0.140,-0.080,0.987,-0.793,1.648,-0.610
-0.141,-0.068,0.974,0.488,1.648,0.549
-0.139,-0.051,0.965,1.709,1.892,1.465
-0.140,-0.053,0.953,2.380,1.831,1.282
-0.132,-0.054,0.966,2.319,0.793,1.343
-0.143,-0.059,0.973,2.014,-0.244,1.343
-0.149,-0.072,0.983,1.526,-0.671,1.343
-0.156,-0.057,0.993,1.343,-0.610,2.075
-0.141,-0.040,0.986,1.221,0.549,2.136
-0.149,-0.039,0.990,0.610,0.916,1.160
-0.136,-0.030,0.993,-0.488,0.549,1.099
-0.133,-0.025,0.995,-0.854,0.427,0.732
-0.145,-0.036,0.973,-0.427,1.221,-0.427
-0.139,-0.053,0.966,-0.793,1.648,-1.343
-0.132,-0.074,0.969,-1.099,1.587,-1.404
-0.140,-0.075,0.971,-0.793,1.221,-0.671
-0.140,-0.064,0.965,-0.793,0.671,0.366
-0.135,-0.056,0.990,-0.732,-0.061,0.793
-0.135,-0.068,1.003,-0.549,0.000,0.549
-0.141,-0.064,0.996,-0.244,0.793,1.282
-0.139,-0.045,0.979,-0.244,1.099,2.014
-0.138,-0.047,0.990,-0.488,0.671,1.587
-0.139,-0.048,0.994,-1.099,0.793,1.404
-0.136,-0.032,0.982,-1.160,1.343,1.404
-0.130,-0.026,0.981,-1.404,1.587,0.977
-0.133,-0.043,0.983,-1.831,1.648,0.061
-0.138,-0.052,0.974,-1.221,2.014,-0.427
-0.136,-0.046,0.966,-0.793,2.136,-0.183
-0.136,-0.047,0.979,-0.671,1.648,-0.244
-0.142,-0.052,0.988,-0.061,1.343,-0.488
-0.151,-0.049,0.973,0.793,1.892,-0.366
-0.147,-0.052,0.979,0.427,1.526,-0.122
-0.141,-0.054,0.996,-0.549,1.221,0.183
-0.138,-0.049,0.987,-0.732,2.014,0.488
-0.142,-0.043,0.978,-0.610,2.808,0.549
-0.140,-0.046,0.975,-1.099,2.869,0.305
-0.134,-0.039,0.976,-1.831,2.686,0.122
-0.132,-0.041,0.979,-2.563,2.869,-0.122
-0.135,-0.042,0.986,-3.052,2.991,-0.732
-0.140,-0.047,0.990,-2.686,3.052,-1.221
-0.145,-0.048,0.974,-0.610,3.235,-1.282
-0.144,-0.049,0.982,0.793,2.319,-1.343
-0.138,-0.042,1.000,0.732,1.465,-1.160
-0.136,-0.035,0.992,1.038,1.953,-1.343
