aX,aY,aZ,gX,gY,gZ
-0.542,-0.328,-2.178,-11.963,126.892,-4.028
-0.524,-0.242,-2.096,-15.625,105.896,6.104
-0.522,-0.140,-1.968,-11.353,84.351,14.893
-0.511,-0.038,-1.841,-3.418,65.918,19.958
-0.493,0.058,-1.714,4.272,50.415,20.935
-0.473,0.085,-1.599,8.606,38.757,17.395
-0.455,0.073,-1.484,11.780,30.457,11.475
-0.431,0.068,-1.391,16.113,25.452,6.897
-0.402,0.048,-1.331,22.766,22.888,3.540
-0.387,0.058,-1.344,27.466,21.606,1.465
-0.362,0.058,-1.367,24.536,18.127,-0.122
-0.342,0.048,-1.377,16.541,9.766,-2.319
-0.330,0.027,-1.335,5.371,0.122,-4.028
-0.311,-0.019,-1.259,-5.005,-9.216,-6.165
-0.275,-0.061,-1.188,-13.611,-16.907,-7.751
-0.248,-0.111,-1.109,-21.179,-21.729,-8.728
-0.236,-0.138,-1.051,-24.414,-23.010,-8.362
-0.217,-0.147,-1.008,-22.949,-22.095,-7.812
-0.203,-0.153,-0.958,-21.301,-20.508,-7.629
-0.193,-0.143,-0.946,-18.188,-16.724,-7.812
-0.174,-0.153,-0.957,-15.442,-11.597,-8.789
-0.163,-0.189,-0.964,-11.230,-8.179,-10.559
-0.144,-0.201,-0.983,-6.653,-6.226,-10.681
-0.129,-0.220,-0.982,-3.418,-5.554,-10.254
-0.121,-0.229,-0.989,-3.235,-5.127,-8.972
-0.116,-0.233,-0.995,-3.906,-5.615,-6.958
-0.123,-0.225,-0.978,-4.395,-6.531,-4.333
-0.128,-0.206,-0.957,-5.005,-7.141,-1.892
-0.131,-0.169,-0.959,-4.700,-6.165,0.793
-0.137,-0.157,-0.971,-1.465,-4.211,1.953
-0.137,-0.133,-0.973,3.235,-3.418,2.625
-0.140,-0.116,-0.965,6.226,-3.601,2.991
-0.142,-0.088,-0.953,7.507,-2.930,2.869
-0.141,-0.080,-0.954,6.897,-2.258,1.526
-0.145,-0.086,-0.957,4.028,-1.526,0.183
-0.146,-0.101,-0.975,2.380,-0.732,-0.732
-0.148,-0.103,-0.986,1.892,-0.916,-0.977
-0.155,-0.093,-0.991,1.404,-0.732,-0.977
-0.155,-0.111,-0.982,2.686,-0.488,-1.648
-0.150,-0.100,-0.998,5.249,0.183,-1.648
-0.150,-0.104,-0.981,5.554,0.122,-1.526
-0.157,-0.111,-0.969,6.042,-0.366,-1.831
-0.160,-0.094,-0.980,5.798,0.732,-1.160
-0.161,-0.094,-0.987,3.357,1.282,-1.465
-0.160,-0.087,-1.023,2.563,2.014,-1.892
-0.167,-0.082,-1.038,2.625,1.587,-2.136
-0.167,-0.108,-1.018,1.587,-0.122,-2.808
-0.169,-0.130,-0.994,1.831,-0.854,-2.686
-0.164,-0.117,-1.011,3.174,-0.305,-1.770
-0.164,-0.093,-1.005,2.930,-0.671,-0.916
-0.165,-0.094,-0.982,2.380,-1.587,-1.282
-0.163,-0.099,-0.972,3.540,-1.404,-1.343
-0.167,-0.086,-0.972,4.028,-0.793,-0.977
-0.171,-0.090,-0.950,1.160,-0.793,-0.977
-0.169,-0.081,-0.968,0.854,0.244,-0.977
-0.166,-0.075,-0.997,-0.305,1.465,-1.343
-0.161,-0.087,-1.012,-1.221,1.587,-2.625
-0.159,-0.096,-1.014,-1.404,1.221,-2.991
-0.157,-0.107,-1.012,-2.197,0.488,-3.113
-0.158,-0.130,-0.999,-3.357,0.305,-3.052
-0.159,-0.133,-1.003,-1.465,0.732,-2.441
-0.155,-0.099,-1.050,1.160,2.136,-0.977
-0.163,-0.106,-1.034,0.305,0.610,-1.099
-0.166,-0.109,-1.025,0.977,-0.061,-1.160
-0.158,-0.110,-1.031,1.892,0.000,-1.221
-0.160,-0.116,-1.026,0.854,-0.793,-1.099
-0.158,-0.112,-1.017,-1.526,-2.258,-0.488
-0.159,-0.126,-1.000,-2.747,-2.991,0.000
-0.162,-0.114,-1.016,-1.343,-2.258,0.610
-0.163,-0.102,-1.016,-0.793,-2.075,1.160
-0.163,-0.095,-1.013,0.305,-2.197,0.854
-0.159,-0.099,-1.007,1.282,-2.014,0.610
-0.156,-0.111,-0.990,1.465,-2.380,0.000
-0.154,-0.093,-1.000,0.122,-1.892,0.549
-0.158,-0.099,-1.006,-1.282,-1.648,0.122
-0.158,-0.100,-1.013,-1.831,-1.648,-0.244
-0.155,-0.100,-1.031,-2.319,-1.465,-0.610
-0.159,-0.115,-1.022,-3.418,-2.563,-1.038
-0.156,-0.129,-1.007,-4.333,-3.418,-1.160
-0.152,-0.139,-1.008,-3.113,-3.052,-0.671
-0.150,-0.125,-1.023,-0.732,-3.235,0.183
-0.151,-0.106,-1.014,-0.305,-4.089,0.977
-0.153,-0.111,-1.000,-0.916,-5.005,0.244
-0.151,-0.111,-1.003,-0.854,-4.822,-0.183
-0.155,-0.117,-0.996,-2.075,-4.883,-0.366
-0.153,-0.126,-0.999,-3.845,-4.639,-0.732
-0.152,-0.137,-1.000,-4.028,-4.639,-0.488
-0.147,-0.120,-1.011,-2.380,-4.761,0.488
-0.149,-0.112,-0.996,-2.197,-5.493,1.099
-0.146,-0.115,-0.988,-0.671,-5.249,0.671
-0.143,-0.126,-0.982,1.221,-4.333,0.427
-0.142,-0.133,-0.965,2.747,-3.784,0.854
-0.140,-0.113,-0.989,3.113,-2.869,1.831
-0.141,-0.104,-1.005,0.854,-2.441,1.892
-0.144,-0.102,-1.024,-1.831,-3.113,0.916
-0.143,-0.109,-1.023,-3.723,-4.272,0.183
-0.143,-0.115,-1.011,-3.967,-5.371,-0.183
-0.146,-0.112,-1.000,-3.357,-5.371,0.000
-0.146,-0.107,-1.008,-3.357,-4.944,-0.183
-0.143,-0.111,-1.001,-4.211,-5.249,-0.488
-0.142,-0.119,-1.007,-3.662,-5.432,-0.732
-0.140,-0.117,-1.006,-3.845,-5.615,-0.488
-0.139,-0.131,-1.000,-3.784,-5.798,-0.427
-0.141,-0.128,-1.000,-2.197,-5.310,-0.061
-0.139,-0.133,-1.007,-1.160,-4.639,0.549
-0.136,-0.142,-1.016,-0.122,-4.272,0.793
-0.130,-0.126,-1.016,0.793,-4.639,1.709
-0.130,-0.123,-1.009,0.671,-5.188,2.014
-0.127,-0.115,-1.019,1.282,-5.310,2.197
-0.872,0.029,-1.765,-160.278,438.416,-67.383
-0.874,-0.134,-1.782,-160.889,416.382,-90.881
-0.985,-0.335,-1.753,-128.296,412.537,-109.436
-1.128,-0.357,-1.828,-66.895,415.466,-116.150
-1.265,-0.370,-2.002,24.963,421.631,-119.263
-1.351,-0.473,-2.303,112.854,424.988,-122.131
-1.336,-0.739,-2.600,175.049,411.438,-117.126
-1.065,-0.746,-3.046,182.129,381.531,-94.055
-0.802,-0.602,-3.427,124.756,335.510,-60.486
-0.714,-0.609,-3.683,43.884,269.409,-38.025
-0.614,-0.617,-3.458,-24.292,175.232,-17.334
-0.552,-0.472,-2.917,-64.453,82.947,7.507
-0.583,-0.353,-2.337,-76.355,22.034,25.391
-0.584,-0.142,-1.752,-64.819,-11.414,36.743
-0.551,0.006,-1.455,-39.368,-7.080,39.551
-0.519,0.127,-1.346,-14.038,8.301,33.752
-0.427,0.204,-1.380,6.836,19.287,23.315
-0.334,0.171,-1.283,16.479,19.104,8.728
-0.296,0.064,-1.344,14.038,22.766,-3.662
-0.280,-0.076,-1.312,8.484,20.264,-12.573
-0.273,-0.151,-1.272,5.981,13.489,-15.747
-0.253,-0.178,-1.230,8.179,7.690,-15.259
-0.228,-0.188,-1.244,9.644,5.859,-13.184
-0.223,-0.171,-1.190,7.751,-0.427,-11.169
-0.213,-0.149,-1.169,4.089,-5.249,-10.132
-0.188,-0.186,-1.041,-1.587,-11.414,-10.986
-0.153,-0.215,-1.043,-6.653,-12.268,-10.803
-0.135,-0.240,-1.057,-12.146,-10.498,-9.033
-0.116,-0.217,-1.035,-18.127,-13.916,-6.409
-0.119,-0.220,-0.975,-21.301,-17.700,-5.737
-0.123,-0.195,-0.942,-21.606,-17.883,-5.432
-0.115,-0.222,-0.955,-19.470,-11.963,-5.981
-0.107,-0.250,-0.930,-15.015,-10.132,-7.690
-0.107,-0.244,-0.936,-7.446,-6.287,-7.446
-0.091,-0.252,-0.933,0.549,-2.808,-7.629
-0.079,-0.276,-0.968,6.714,0.427,-7.507
-0.080,-0.272,-0.998,9.583,2.075,-5.493
-0.081,-0.266,-1.016,11.047,2.075,-3.113
-0.076,-0.256,-1.026,12.390,0.427,-0.916
-0.078,-0.227,-1.038,10.315,-1.465,1.770
-0.081,-0.194,-1.030,5.432,-3.967,3.723
-0.082,-0.173,-1.021,0.732,-6.165,4.456
-0.083,-0.160,-1.010,-3.479,-7.690,4.395
-0.092,-0.130,-0.999,-5.432,-8.667,3.967
-0.103,-0.102,-1.027,-3.601,-9.155,2.686
-0.109,-0.130,-0.908,-1.282,-10.620,-0.366
-0.109,-0.145,-0.919,0.793,-5.676,-2.075
-0.101,-0.165,-0.944,2.197,-0.488,-2.869
-0.097,-0.169,-0.984,1.648,2.197,-2.869
-0.092,-0.154,-1.033,0.122,3.662,-2.502
-0.098,-0.170,-1.042,-0.427,2.625,-2.563
-0.100,-0.170,-1.023,-0.549,1.038,-2.258
-0.100,-0.190,-1.030,-0.549,1.038,-1.892
-0.101,-0.198,-1.030,-0.916,0.977,-0.916
-0.112,-0.190,-1.033,-0.854,0.732,0.732
-0.116,-0.149,-1.059,1.160,1.099,2.136
-0.118,-0.148,-1.040,0.671,-0.732,1.526
-0.122,-0.143,-1.012,0.122,-2.380,0.488
-0.114,-0.140,-1.006,0.427,-2.563,0.061
-0.117,-0.132,-0.996,0.977,-2.686,-0.549
-0.113,-0.134,-1.001,0.793,-1.770,-1.343
-0.116,-0.141,-1.000,-0.305,-1.709,-2.136
-0.116,-0.130,-1.000,-1.160,-1.770,-2.563
-0.112,-0.146,-0.986,-2.197,-1.831,-3.418
-0.108,-0.188,-0.986,-1.770,-1.038,-4.395
-0.103,-0.202,-1.008,0.000,-0.549,-3.723
-0.098,-0.203,-1.007,1.160,-1.282,-2.502
-0.098,-0.208,-1.000,2.380,-2.441,-1.404
-0.092,-0.186,-0.996,2.075,-2.625,0.061
-0.092,-0.179,-0.989,0.549,-2.930,0.427
-0.096,-0.167,-0.988,-0.549,-2.991,0.854
-0.097,-0.155,-0.984,-1.404,-2.625,0.671
-0.098,-0.161,-0.996,0.671,-1.953,-0.244
-0.096,-0.161,-0.987,3.357,-1.953,-0.549
-0.096,-0.159,-0.998,4.272,-1.587,-0.793
-0.094,-0.156,-1.006,3.540,-1.648,-1.221
-0.089,-0.174,-1.003,1.770,-2.563,-1.831
-0.088,-0.184,-1.004,0.671,-3.174,-1.709
-0.090,-0.196,-0.990,0.916,-3.784,-0.916
-0.090,-0.180,-0.962,0.854,-4.395,0.488
-0.093,-0.174,-0.975,1.343,-2.808,1.465
-0.089,-0.160,-1.003,2.136,-1.587,1.648
-0.089,-0.159,-1.010,1.282,-1.953,1.526
-0.092,-0.165,-1.008,0.793,-2.625,1.038
-0.090,-0.157,-1.002,1.465,-3.540,1.404
-0.090,-0.151,-0.985,1.404,-4.211,1.282
-0.088,-0.155,-0.968,1.099,-4.211,0.854
-0.087,-0.156,-0.982,0.549,-3.418,1.038
-0.091,-0.159,-0.955,-0.977,-3.174,1.465
-0.094,-0.146,-0.974,0.488,-2.014,1.892
-0.094,-0.131,-0.977,1.587,-0.488,2.014
-0.094,-0.143,-0.966,0.916,-0.427,0.793
-0.093,-0.156,-0.978,0.671,0.610,0.061
-0.088,-0.166,-0.987,1.282,0.977,0.122
-0.085,-0.164,-1.004,1.282,0.916,0.671
-0.081,-0.160,-1.003,0.305,0.183,1.099
-0.082,-0.161,-0.986,0.427,-0.305,1.404
-0.084,-0.150,-0.984,1.831,0.305,1.953
-0.090,-0.132,-0.984,2.502,1.099,1.892
-0.092,-0.130,-1.000,0.977,1.526,1.221
-0.093,-0.146,-1.012,-0.427,1.221,0.122
-0.099,-0.153,-1.005,0.061,0.366,0.000
-0.096,-0.142,-1.007,2.075,0.122,0.000
-0.093,-0.151,-1.015,2.441,0.183,-0.427
-0.094,-0.158,-1.013,1.526,-0.244,-0.671
-0.092,-0.149,-1.021,1.343,-0.244,-0.183
-0.095,-0.151,-1.004,1.343,-0.916,0.000
-0.093,-0.142,-1.003,0.916,-1.038,0.000
-0.092,-0.151,-1.002,-0.488,-1.038,-0.427
-0.086,-0.150,-1.014,-1.587,-0.916,-0.671
-0.085,-0.156,-1.016,-3.479,-1.343,-0.854
-0.089,-0.187,-0.989,-3.357,-1.831,-0.977
-0.084,-0.182,-1.004,1.160,-0.732,0.366
-0.086,-0.172,-1.000,3.601,-0.122,1.648
-0.081,-0.154,-1.024,4.150,0.488,1.892
-0.078,-0.144,-1.022,2.869,0.061,1.831
-0.077,-0.150,-1.015,1.099,-0.854,1.221
-0.080,-0.158,-1.007,0.671,-1.099,0.916
-0.078,-0.173,-1.000,1.221,-1.282,1.099
-1.501,-0.019,-1.574,8.057,585.083,-101.624
-1.581,-0.252,-1.977,9.521,584.290,-111.389
-1.492,-0.464,-2.520,21.790,568.665,-110.352
-1.300,-0.605,-3.131,17.944,535.522,-100.098
-1.061,-0.811,-3.633,-8.362,478.149,-85.815
-0.884,-0.946,-3.842,-56.274,392.700,-65.430
-0.771,-0.873,-3.650,-104.797,290.161,-36.560
-0.691,-0.614,-3.151,-130.066,196.289,-8.545
-0.699,-0.382,-2.762,-127.075,138.855,8.362
-0.702,-0.179,-2.497,-101.135,108.337,14.832
-0.634,-0.069,-2.242,-60.303,86.670,13.794
-0.550,0.019,-2.028,-22.583,73.792,8.789
-0.455,0.061,-1.950,-2.686,72.998,0.916
-0.378,0.017,-1.880,7.751,69.641,-10.315
-0.312,-0.073,-1.737,9.216,59.998,-20.935
-0.265,-0.193,-1.589,7.874,50.171,-28.809
-0.231,-0.306,-1.495,8.545,44.617,-32.104
-0.193,-0.355,-1.453,11.292,41.077,-29.175
-0.157,-0.338,-1.463,14.099,37.170,-23.743
-0.132,-0.334,-1.451,14.954,30.762,-18.738
-0.117,-0.345,-1.419,17.944,21.545,-16.052
-0.120,-0.357,-1.309,23.071,9.216,-11.536
-0.092,-0.276,-1.204,27.161,0.671,-4.028
-0.088,-0.200,-1.116,29.846,-0.671,0.122
-0.087,-0.174,-1.063,26.001,1.465,0.061
-0.090,-0.170,-1.001,19.287,2.686,-1.282
-0.087,-0.168,-0.982,9.949,4.150,-1.892
-0.086,-0.148,-1.005,-1.465,6.104,-2.014
-0.094,-0.120,-1.069,-10.010,7.751,-2.441
-0.102,-0.164,-1.085,-14.587,6.226,-5.432
-0.098,-0.207,-1.077,-14.099,2.136,-8.240
-0.088,-0.249,-1.072,-12.512,-1.099,-9.766
-0.080,-0.296,-1.068,-11.353,-3.113,-10.498
-0.075,-0.326,-1.065,-9.888,-2.625,-8.362
-0.072,-0.333,-1.091,-7.874,-0.061,-4.822
-0.073,-0.330,-1.091,-2.869,-0.671,-1.587
-0.072,-0.269,-1.062,1.343,-2.747,2.869
-0.070,-0.221,-1.036,2.747,-3.540,5.310
-0.066,-0.213,-1.045,0.427,-2.808,4.456
-0.067,-0.212,-1.033,-0.244,-3.845,3.296
-0.064,-0.199,-0.993,0.000,-5.066,2.869
-0.060,-0.201,-0.993,0.854,-4.333,2.075
-0.055,-0.203,-0.992,-0.244,-2.747,1.038
-0.056,-0.210,-1.015,-0.244,-1.221,0.793
-0.048,-0.217,-1.008,4.333,-2.502,1.038
-0.051,-0.182,-0.976,8.301,-4.944,2.319
-0.052,-0.153,-0.973,7.324,-5.127,2.808
-0.055,-0.161,-0.960,4.272,-4.456,1.343
-0.045,-0.175,-0.939,2.319,-4.944,-0.122
-0.047,-0.154,-0.958,0.977,-3.113,0.183
-0.046,-0.160,-0.963,0.305,-1.953,-0.427
-0.046,-0.172,-0.954,0.427,-2.136,-1.343
-0.055,-0.172,-0.961,2.930,-0.977,-1.099
-0.056,-0.171,-0.962,3.906,-0.244,-0.671
-0.058,-0.181,-0.976,2.380,-0.366,-1.099
-0.059,-0.176,-1.006,-0.671,-0.366,-0.977
-0.066,-0.178,-0.985,-3.540,-1.892,-0.977
-0.072,-0.209,-0.929,-3.418,-2.502,-0.793
-0.063,-0.207,-0.956,1.343,0.671,0.732
-0.060,-0.170,-0.977,2.563,2.075,2.747
-0.064,-0.150,-1.012,1.587,2.319,3.052
-0.061,-0.150,-1.026,1.038,1.160,1.770
-0.062,-0.168,-1.004,-0.427,-0.488,0.244
-0.063,-0.205,-0.985,-2.319,-0.793,-0.793
-0.067,-0.222,-0.975,-0.488,-0.671,-0.122
-0.065,-0.203,-0.992,2.197,-0.366,1.831
-0.064,-0.179,-1.016,1.648,-0.732,3.113
-0.062,-0.160,-1.019,-0.244,-2.075,3.113
-0.070,-0.135,-1.000,-0.183,-2.930,2.625
-0.066,-0.129,-0.985,0.854,-2.075,1.282
-0.066,-0.156,-0.983,2.075,-1.221,-1.099
-0.062,-0.167,-0.988,3.174,-0.366,-2.075
-0.057,-0.178,-0.978,4.028,-0.366,-2.563
-0.050,-0.202,-0.972,4.089,0.366,-2.686
-0.048,-0.218,-0.973,3.845,0.916,-2.258
-0.050,-0.196,-0.999,2.930,1.709,-0.488
-0.050,-0.190,-1.017,0.732,1.587,0.488
-0.052,-0.171,-1.017,-1.221,1.038,0.671
-0.057,-0.173,-1.019,-2.563,1.038,0.427
-0.058,-0.196,-1.010,-0.977,0.854,-0.488
-0.055,-0.166,-1.029,1.709,1.160,0.244
-0.054,-0.163,-1.037,1.770,1.465,0.000
-0.052,-0.190,-1.017,1.648,0.305,-1.221
-0.052,-0.177,-0.987,1.221,0.366,-0.427
-0.057,-0.176,-1.016,-0.366,2.808,0.122
-0.059,-0.193,-1.010,-0.366,1.648,-0.610
-0.057,-0.192,-0.981,1.526,-0.854,-0.488
-0.058,-0.195,-0.969,0.671,-0.732,0.244
-0.058,-0.196,-0.982,0.000,0.244,0.671
-0.056,-0.183,-0.991,-0.732,0.854,1.587
-0.055,-0.175,-1.013,-1.831,0.977,1.770
-0.053,-0.177,-1.010,-2.563,0.671,1.343
-0.059,-0.169,-1.008,-1.831,0.061,1.038
-0.061,-0.170,-0.981,-0.305,-0.427,1.099
-0.060,-0.160,-0.988,1.221,0.122,1.099
-0.059,-0.158,-0.979,0.183,0.183,0.854
-0.059,-0.165,-0.986,-0.427,0.305,0.061
-0.057,-0.182,-0.993,-0.305,0.610,-0.305
-0.060,-0.182,-0.989,-0.366,-0.061,0.061
-0.064,-0.184,-0.990,0.000,-0.244,0.549
-0.061,-0.181,-0.991,0.305,-0.122,0.977
-0.062,-0.177,-0.985,0.061,0.122,1.160
-0.061,-0.181,-0.996,-0.061,1.221,1.160
-0.062,-0.184,-0.990,0.244,1.099,1.282
-0.059,-0.178,-0.995,0.122,1.343,1.770
-0.060,-0.167,-1.013,-0.061,1.465,2.075
-0.061,-0.170,-1.008,-0.671,0.549,1.770
-0.061,-0.170,-1.008,-1.099,-0.305,1.282
-0.063,-0.177,-1.016,-1.038,-0.427,0.793
-0.059,-0.181,-1.010,-1.038,-1.160,0.488
-0.057,-0.186,-0.993,-1.587,-1.953,0.488
-0.052,-0.176,-0.985,-2.136,-2.014,0.671
-0.046,-0.187,-0.986,-2.930,-0.916,0.122
-0.046,-0.193,-0.992,-2.563,-0.427,-0.061
-0.046,-0.184,-1.004,-0.854,-0.061,0.488
-0.053,-0.190,-0.988,-0.183,-0.122,0.610
-0.052,-0.191,-1.008,1.221,0.916,0.854
-0.054,-0.190,-1.009,1.465,1.587,0.977
-0.053,-0.187,-1.010,0.854,1.282,0.977
-1.548,0.325,-1.274,61.218,565.369,-15.137
-1.510,0.370,-1.987,-19.836,567.566,-30.029
-1.447,0.376,-2.578,-90.393,547.974,-48.035
-1.323,0.138,-2.967,-140.320,511.414,-75.867
-1.138,-0.144,-3.217,-147.583,470.764,-92.773
-1.061,-0.382,-3.529,-97.534,432.129,-91.492
-0.986,-0.328,-3.596,-19.958,377.563,-74.402
-0.916,-0.099,-3.036,67.139,298.584,-52.307
-0.838,0.088,-2.512,130.371,238.342,-40.649
-0.725,-0.037,-2.299,135.254,208.069,-46.692
-0.540,-0.225,-2.306,101.501,190.613,-55.603
-0.374,-0.304,-2.505,50.781,173.157,-49.683
-0.290,-0.313,-2.643,5.432,142.151,-37.598
-0.242,-0.263,-2.341,-14.282,91.064,-23.010
-0.251,-0.169,-2.003,-8.972,49.683,-7.690
-0.263,-0.058,-1.690,2.502,23.376,3.357
-0.247,0.060,-1.376,12.024,9.155,9.338
-0.212,0.123,-1.229,19.409,13.672,8.911
-0.176,0.108,-1.215,18.982,25.085,4.089
-0.142,0.011,-1.110,13.245,26.733,-2.197
-0.103,-0.078,-1.077,5.310,27.100,-6.165
-0.091,-0.187,-1.064,-5.005,29.236,-7.751
-0.097,-0.255,-1.064,-9.460,28.564,-5.432
-0.110,-0.196,-1.130,-11.292,29.358,2.319
-0.146,-0.088,-1.164,-11.780,28.259,10.254
-0.172,-0.010,-1.221,-9.705,26.978,12.817
-0.190,0.013,-1.260,-8.545,24.780,11.902
-0.197,0.005,-1.288,-6.165,21.118,9.033
-0.203,-0.021,-1.291,-4.333,17.273,6.348
-0.216,-0.066,-1.304,-3.052,13.367,4.333
-0.217,-0.107,-1.268,-3.906,7.141,3.784
-0.223,-0.107,-1.233,-7.629,1.099,5.127
-0.220,-0.071,-1.216,-13.367,-3.052,7.263
-0.220,-0.050,-1.218,-20.447,-6.042,8.362
-0.216,0.013,-1.200,-23.987,-9.827,9.888
-0.215,0.054,-1.131,-23.071,-14.160,9.705
-0.201,0.075,-1.104,-18.982,-15.625,6.592
-0.192,0.058,-1.069,-15.686,-14.404,1.831
-0.176,0.038,-1.062,-9.705,-11.902,-2.563
-0.151,-0.026,-1.025,-3.357,-9.888,-6.348
-0.137,-0.113,-0.982,2.258,-8.118,-9.094
-0.111,-0.112,-1.005,8.240,-4.944,-7.202
-0.093,-0.119,-1.013,9.460,-3.601,-4.761
-0.083,-0.114,-0.992,5.981,-4.272,-2.869
-0.071,-0.088,-1.013,2.136,-4.456,-0.244
-0.068,-0.056,-1.025,-4.272,-6.042,2.197
-0.081,-0.066,-0.981,-10.498,-8.301,3.601
-0.087,-0.036,-0.989,-12.817,-8.301,5.310
-0.095,-0.003,-0.982,-15.564,-8.179,5.859
-0.109,0.006,-0.983,-14.221,-7.812,4.700
-0.114,0.028,-0.964,-7.812,-7.019,3.540
-0.118,0.020,-0.933,-1.526,-5.676,1.526
-0.109,0.003,-0.963,2.747,-1.953,-0.732
-0.099,-0.037,-0.992,3.601,0.732,-2.197
-0.092,-0.041,-1.026,1.953,0.732,-2.197
-0.096,-0.046,-1.035,-1.160,-0.488,-1.282
-0.106,-0.046,-1.021,-2.380,-2.502,-0.549
-0.111,-0.040,-1.006,-3.113,-3.662,0.305
-0.110,-0.035,-1.007,-5.493,-4.089,1.099
-0.108,-0.038,-1.012,-6.531,-4.639,1.282
-0.109,-0.048,-0.984,-4.333,-5.676,1.587
-0.109,-0.033,-0.972,-0.122,-5.310,2.686
-0.108,-0.006,-0.955,2.625,-4.150,3.540
-0.108,0.012,-0.960,4.761,-2.014,3.174
-0.111,0.029,-0.975,5.920,-0.122,2.197
-0.107,0.013,-0.962,5.737,0.671,0.122
-0.098,0.007,-0.995,3.662,1.587,-1.953
-0.093,-0.012,-1.029,-1.038,1.587,-3.174
-0.093,-0.043,-1.025,-4.272,-0.244,-3.662
-0.095,-0.084,-1.003,-2.441,-2.075,-3.357
-0.092,-0.061,-0.997,-0.549,-2.869,-1.282
-0.091,-0.045,-0.989,-1.953,-3.174,0.305
-0.090,-0.023,-1.013,-3.662,-2.808,0.671
-0.090,-0.020,-1.002,-5.615,-4.089,0.366
-0.092,-0.024,-0.980,-5.798,-5.005,-0.244
-0.095,-0.027,-0.980,-4.883,-4.150,-0.366
-0.100,-0.042,-0.976,-3.601,-2.563,-0.366
-0.104,-0.037,-0.987,-1.526,-1.404,-0.183
-0.105,-0.015,-0.999,0.244,-0.061,0.244
-0.105,-0.015,-1.019,1.038,0.732,-0.671
-0.102,-0.025,-1.027,0.549,0.671,-1.831
-0.101,-0.048,-0.999,0.183,-0.732,-2.380
-0.099,-0.048,-0.997,1.282,-0.977,-1.892
-0.098,-0.032,-1.002,1.099,-1.221,-1.221
-0.097,-0.018,-1.010,-0.854,-1.770,-1.038
-0.100,-0.047,-0.986,-2.686,-2.502,-1.770
-0.099,-0.048,-0.996,-1.526,-2.075,-1.953
-0.098,-0.048,-1.001,-1.526,-1.587,-1.404
-0.097,-0.054,-0.999,-2.197,-1.648,-1.526
-0.094,-0.060,-0.982,-1.587,-1.526,-1.465
-0.093,-0.051,-0.987,0.854,-0.183,-1.160
-0.089,-0.050,-0.998,1.282,0.854,-0.854
-0.088,-0.048,-1.006,-0.732,0.977,-0.977
-0.087,-0.048,-1.032,-2.686,1.465,-1.221
-0.089,-0.053,-1.034,-4.211,0.671,-1.587
-0.092,-0.057,-1.018,-5.432,-0.305,-1.526
-0.093,-0.078,-1.009,-6.042,-0.916,-1.648
-0.096,-0.080,-1.004,-5.310,-1.160,-0.610
-0.100,-0.082,-1.007,-3.723,-0.854,0.610
-0.097,-0.055,-1.021,-1.831,-0.610,1.709
-0.096,-0.048,-1.033,-1.953,-0.610,1.831
-0.095,-0.057,-1.023,-2.197,-1.404,1.221
-0.101,-0.040,-1.020,-1.648,-1.770,1.709
-0.102,-0.023,-1.000,-2.319,-2.075,1.770
-0.105,-0.043,-1.007,-1.343,-1.221,0.488
-0.100,-0.031,-1.041,0.793,0.244,0.427
-0.099,-0.045,-1.034,1.282,-0.488,0.000
-0.095,-0.065,-1.014,1.892,-1.404,-0.854
-0.093,-0.063,-1.023,2.686,-0.793,-0.305
-0.091,-0.054,-1.025,1.099,-1.343,0.366
-0.087,-0.040,-1.025,-1.038,-1.892,0.610
-0.083,-0.044,-1.027,-2.502,-2.197,-0.244
-0.084,-0.050,-1.025,-3.784,-2.502,-0.549
-0.088,-0.060,-1.015,-3.723,-2.686,-0.244
-0.089,-0.058,-1.023,-2.075,-1.709,-0.183
-0.088,-0.065,-1.021,-1.343,-1.160,0.122
-0.087,-0.075,-1.006,-1.282,-1.526,0.305
-0.079,-0.049,-1.037,-0.977,-0.793,1.038
-0.078,-0.047,-1.021,-2.747,-1.892,0.977
-1.282,0.381,-1.448,-47.974,521.301,-51.880
-1.321,0.303,-1.668,-98.938,493.103,-79.529
-1.319,0.071,-2.035,-129.028,490.173,-108.154
-1.331,-0.337,-2.356,-148.254,485.901,-135.193
-1.310,-0.717,-2.563,-145.752,468.079,-145.203
-1.313,-0.780,-2.668,-107.422,441.772,-128.906
-1.306,-0.718,-2.756,-47.852,412.659,-106.262
-1.217,-0.664,-2.882,17.029,379.456,-86.060
-1.023,-0.631,-3.082,66.101,342.407,-69.519
-0.828,-0.594,-3.239,83.008,298.279,-52.246
-0.673,-0.583,-3.251,74.890,241.943,-35.339
-0.589,-0.585,-3.050,56.702,177.307,-17.456
-0.520,-0.517,-2.680,34.668,114.929,2.747
-0.474,-0.341,-2.251,14.160,65.674,23.560
-0.462,-0.185,-1.910,-2.014,33.325,37.476
-0.452,-0.002,-1.623,-8.545,13.977,45.898
-0.445,0.157,-1.424,-5.432,7.996,47.852
-0.428,0.305,-1.338,4.822,11.169,43.335
-0.404,0.365,-1.269,14.099,15.015,32.349
-0.383,0.300,-1.184,20.752,16.479,16.541
-0.348,0.217,-1.093,22.827,17.090,2.136
-0.324,0.065,-1.072,20.874,20.325,-8.789
-0.277,-0.026,-1.138,18.005,25.574,-15.076
-0.266,-0.073,-1.189,15.564,25.085,-15.625
