aX,aY,aZ,gX,gY,gZ
0.032,-0.067,-0.960,1.587,-0.671,3.113
0.033,-0.063,-0.962,1.770,0.549,1.953
0.039,-0.098,-0.982,0.488,2.014,-0.183
0.044,-0.108,-1.008,-1.404,2.380,-1.221
0.044,-0.104,-1.023,-3.052,1.892,-1.099
0.042,-0.140,-1.000,-2.991,0.854,-1.587
0.040,-0.120,-1.015,-1.160,1.160,-0.854
0.037,-0.099,-1.027,-0.732,1.953,0.000
0.045,-0.110,-1.045,0.305,1.709,-1.343
0.052,-0.106,-1.045,0.244,0.732,-2.014
0.049,-0.114,-1.035,-0.549,-0.549,-2.625
0.054,-0.140,-1.012,-0.732,-1.282,-3.174
0.052,-0.138,-0.998,-0.366,-1.404,-2.930
0.050,-0.122,-0.993,-0.061,-0.793,-2.136
0.047,-0.130,-1.003,1.343,0.000,-2.075
0.047,-0.152,-1.009,2.014,0.427,-2.380
0.052,-0.158,-1.018,0.916,0.000,-1.831
0.053,-0.151,-1.027,0.183,-0.305,-0.793
0.050,-0.147,-1.017,0.916,-1.099,-0.244
0.049,-0.152,-1.001,2.197,-1.343,0.183
0.053,-0.133,-1.003,3.418,-1.099,0.977
0.053,-0.125,-1.004,3.052,-0.854,1.038
0.055,-0.119,-1.009,2.441,-1.160,0.793
0.052,-0.125,-1.006,1.709,-1.709,0.366
0.049,-0.137,-0.999,1.282,-2.136,0.000
0.044,-0.141,-0.999,1.160,-1.709,0.549
0.044,-0.132,-1.006,0.549,-0.977,1.221
0.048,-0.154,-0.997,-0.488,-1.038,0.977
0.047,-0.133,-1.015,-0.549,-0.610,2.197
0.045,-0.123,-1.015,-0.671,-0.488,2.991
0.048,-0.114,-1.015,0.244,-1.282,2.808
0.047,-0.109,-1.011,0.183,-1.587,2.625
0.042,-0.133,-0.974,-0.916,-2.380,1.709
0.041,-0.133,-0.979,-1.953,-1.282,1.770
0.043,-0.129,-1.002,-2.197,0.305,2.136
0.042,-0.112,-1.021,-1.465,0.610,2.686
0.038,-0.107,-1.024,0.305,0.305,2.686
0.041,-0.096,-1.029,1.587,0.183,2.380
0.047,-0.105,-1.032,1.892,-0.305,1.404
0.051,-0.120,-1.029,0.793,-0.793,0.488
0.055,-0.131,-1.023,0.427,-1.526,0.244
0.056,-0.121,-1.019,-0.488,-1.953,0.610
0.056,-0.130,-1.008,-1.099,-2.319,0.549
0.061,-0.131,-1.012,-0.916,-1.953,0.732
0.058,-0.117,-1.018,-0.244,-1.648,1.526
0.059,-0.106,-1.028,0.122,-1.892,1.587
0.063,-0.119,-1.017,0.549,-2.319,1.099
0.064,-0.125,-1.007,1.709,-2.625,0.732
0.062,-0.124,-0.990,1.953,-2.747,1.221
0.064,-0.151,-0.981,1.648,-2.258,1.099
0.065,-0.126,-0.988,1.892,-1.648,2.441
0.057,-0.107,-0.991,0.366,-1.343,3.296
0.057,-0.102,-0.989,-1.221,-1.282,2.869
0.063,-0.110,-1.006,-2.258,-1.099,2.075
0.057,-0.090,-1.023,-3.235,-1.404,1.770
0.050,-0.114,-1.001,-3.601,-2.563,0.366
-2.200,0.579,-1.042,72.449,658.752,-39.856
-2.308,0.602,-1.953,54.810,675.964,-61.157
-2.250,0.439,-2.857,36.987,677.490,-90.027
-1.903,0.137,-3.984,11.719,680.603,-119.873
-1.350,-0.323,-4.000,-28.931,646.912,-148.499
-0.852,-0.831,-4.000,-58.105,507.996,-156.921
-0.625,-1.166,-4.000,-55.420,317.139,-133.545
-0.563,-1.140,-3.312,-28.015,157.532,-89.783
-0.579,-0.927,-2.406,-7.263,85.571,-39.490
-0.538,-0.633,-2.258,-1.587,88.257,1.953
-0.433,-0.251,-2.384,-0.977,92.224,30.029
-0.346,0.131,-2.347,2.014,75.134,44.617
-0.313,0.318,-2.210,9.155,50.964,42.358
-0.295,0.308,-1.903,19.592,21.851,30.334
-0.276,0.215,-1.485,26.611,-3.906,18.066
-0.231,0.104,-1.232,28.015,-7.446,9.094
-0.187,0.012,-1.211,27.039,6.165,4.333
-0.165,0.004,-1.272,24.475,16.602,4.700
-0.139,-0.005,-1.317,19.348,17.334,4.578
-0.107,-0.017,-1.320,10.498,13.184,3.418
-0.072,0.000,-1.297,-1.160,8.179,2.625
-0.054,-0.002,-1.264,-9.766,4.028,-0.366
-0.033,-0.055,-1.203,-14.282,-0.305,-4.272
-0.009,-0.095,-1.159,-13.794,-2.563,-6.897
0.000,-0.116,-1.132,-12.207,-2.686,-7.812
-0.005,-0.151,-1.085,-9.399,-3.235,-8.545
-0.001,-0.189,-1.028,-5.676,-4.639,-8.240
0.002,-0.178,-1.067,-5.188,-1.770,-5.859
-0.004,-0.201,-1.122,-5.920,1.038,-4.456
-0.003,-0.201,-1.131,-6.470,-0.916,-3.296
-0.007,-0.175,-1.140,-8.728,-3.113,-1.465
-0.018,-0.157,-1.158,-11.292,-4.211,-0.427
-0.016,-0.169,-1.123,-12.573,-6.836,-0.122
-0.013,-0.170,-1.105,-14.526,-8.057,0.610
-0.010,-0.185,-1.076,-15.625,-9.705,1.648
-0.008,-0.158,-1.043,-12.756,-11.963,3.906
-0.008,-0.128,-0.995,-8.911,-13.611,5.737
-0.011,-0.120,-0.952,-5.066,-13.428,6.165
-0.015,-0.090,-0.926,-1.343,-11.841,6.287
-0.016,-0.064,-0.914,-0.244,-9.644,5.554
-0.014,-0.079,-0.905,-0.488,-7.446,2.869
-0.012,-0.115,-0.912,-0.549,-5.066,0.366
-0.009,-0.104,-0.946,-0.122,-2.441,0.366
-0.010,-0.110,-0.968,-0.427,-1.404,0.183
-0.008,-0.124,-0.949,0.854,-1.770,-0.427
-0.005,-0.116,-0.964,3.418,-0.366,-0.061
-0.001,-0.112,-0.969,3.235,0.610,0.244
-0.004,-0.120,-0.965,0.732,0.061,-0.549
-0.013,-0.145,-0.946,-1.221,0.000,-1.038
-0.014,-0.168,-0.935,-2.563,1.099,-0.671
-0.015,-0.172,-0.965,-1.770,3.418,1.038
-0.013,-0.142,-1.006,0.732,4.700,3.052
-0.022,-0.123,-1.016,2.991,4.150,4.272
-0.025,-0.118,-1.009,4.150,2.625,4.028
-0.027,-0.115,-1.018,3.601,1.831,3.540
-0.028,-0.110,-1.023,1.770,0.916,3.479
-0.033,-0.121,-1.022,0.671,-0.183,2.930
-0.034,-0.116,-1.010,1.038,-1.343,3.113
-0.034,-0.113,-0.990,0.061,-2.258,3.113
-0.035,-0.120,-0.980,-1.343,-1.831,2.380
-0.028,-0.118,-0.996,-1.526,-0.122,2.319
-0.026,-0.115,-0.995,-0.854,0.549,2.319
-0.027,-0.106,-0.996,-0.977,0.916,2.075
-0.025,-0.119,-0.993,-2.930,0.671,1.038
-0.027,-0.134,-0.995,-3.784,0.793,0.427
-0.024,-0.132,-1.008,-2.869,1.404,0.916
-0.021,-0.113,-1.016,-2.625,1.587,1.526
-0.022,-0.125,-1.010,-3.418,1.526,0.732
-0.025,-0.121,-1.015,-1.343,2.014,0.549
-0.022,-0.108,-1.017,2.502,2.625,0.793
-0.020,-0.111,-1.009,5.005,2.808,0.183
-0.020,-0.137,-1.010,4.456,3.174,-0.732
-0.017,-0.141,-1.011,1.587,2.380,-0.977
-0.018,-0.158,-1.024,-2.014,2.258,-0.732
-0.018,-0.156,-1.044,-3.479,2.014,-0.122
-0.022,-0.124,-1.045,-2.747,1.282,1.221
-0.023,-0.124,-1.027,-1.404,0.305,0.977
-0.020,-0.128,-1.029,-0.183,0.732,0.305
-0.014,-0.146,-1.020,0.732,0.977,-0.305
-0.014,-0.152,-1.021,1.892,0.549,-0.122
-0.019,-0.136,-1.011,2.563,0.061,0.977
-0.026,-0.131,-0.997,1.404,-0.488,1.160
-0.030,-0.124,-1.008,0.427,0.000,0.916
-0.027,-0.125,-1.025,-1.648,0.488,0.366
-0.020,-0.151,-1.027,-3.418,0.061,-0.732
-0.011,-0.156,-1.035,-2.136,-0.549,-0.366
-0.010,-0.164,-0.999,-0.977,-1.770,0.793
-0.012,-0.168,-0.956,0.183,-2.747,1.892
-0.012,-0.145,-0.963,-0.549,-1.038,3.418
-0.015,-0.126,-0.973,-1.831,0.122,4.150
-0.017,-0.108,-0.997,-2.014,0.793,4.272
-0.017,-0.106,-0.997,-1.953,0.793,3.601
-0.024,-0.123,-0.990,-1.648,0.854,2.319
-0.023,-0.138,-0.997,0.122,1.709,1.953
-0.022,-0.119,-1.021,0.610,2.197,3.052
-0.024,-0.138,-1.012,1.587,1.709,2.502
-0.023,-0.112,-1.012,2.014,1.343,3.235
-0.026,-0.109,-1.003,0.732,0.977,2.991
-0.026,-0.124,-0.998,-1.038,0.549,2.258
-0.028,-0.105,-1.007,-1.465,0.366,2.686
-0.032,-0.117,-1.010,-2.014,0.183,2.136
-0.033,-0.129,-1.016,-2.136,0.427,1.526
-0.030,-0.117,-1.038,-0.793,0.305,1.892
-0.031,-0.116,-1.040,-0.122,-0.122,1.709
-0.031,-0.126,-1.016,1.404,-1.221,1.282
-0.028,-0.109,-1.009,3.845,-1.099,1.343
-0.024,-0.103,-1.006,4.211,-0.610,1.099
-0.020,-0.104,-1.002,3.601,-0.305,0.305
-0.014,-0.113,-1.011,2.319,0.000,-0.366
-0.012,-0.116,-1.001,1.038,-0.366,-0.610
-0.013,-0.124,-1.003,-0.305,-0.244,-0.793
-0.013,-0.150,-0.996,-0.427,-0.244,-0.977
-0.013,-0.143,-1.005,1.160,-0.122,0.000
-0.013,-0.127,-1.014,1.587,0.244,1.221
-0.012,-0.133,-1.014,1.099,-0.061,1.038
-0.005,-0.125,-1.019,-0.488,-0.488,0.854
-0.006,-0.124,-1.023,-2.502,-1.038,0.427
-0.004,-0.131,-1.020,-3.540,-1.648,-0.183
-0.010,-0.134,-1.011,-3.418,-2.136,-0.061
-2.385,0.405,-1.765,50.415,721.375,-14.343
-2.156,0.438,-3.056,-12.451,726.990,-33.203
-1.715,0.364,-4.000,-80.017,679.871,-59.021
-1.198,0.276,-4.000,-129.639,574.646,-90.454
-0.870,0.027,-4.000,-146.240,444.824,-120.178
-0.761,-0.302,-3.914,-127.075,324.158,-134.705
-0.728,-0.608,-3.006,-90.027,221.497,-130.127
-0.650,-0.871,-2.191,-45.776,159.424,-108.459
-0.539,-0.886,-1.911,-12.573,153.687,-73.364
-0.410,-0.696,-2.151,0.366,167.297,-36.255
-0.354,-0.443,-2.411,5.371,158.875,-8.057
-0.312,-0.254,-2.387,8.850,123.230,7.263
-0.289,-0.157,-2.134,13.428,83.435,14.771
-0.314,-0.122,-1.885,18.677,56.946,18.799
-0.345,-0.072,-1.637,24.780,40.894,22.278
-0.317,-0.003,-1.458,31.677,32.959,25.085
-0.290,0.031,-1.413,37.659,35.278,25.696
-0.274,0.066,-1.384,40.161,37.476,24.414
-0.260,0.097,-1.366,41.504,35.645,22.156
-0.251,0.095,-1.397,37.048,32.715,18.616
-0.229,0.115,-1.375,26.733,24.536,14.526
-0.204,0.119,-1.379,11.414,15.320,9.949
-0.192,0.068,-1.353,-2.197,6.287,4.333
-0.176,0.057,-1.314,-8.118,-2.625,0.854
-0.173,0.024,-1.208,-9.705,-11.047,-1.648
-0.187,-0.037,-1.070,-7.996,-17.517,-4.211
-0.197,-0.054,-0.941,-3.052,-18.066,-4.822
-0.173,-0.068,-0.898,0.549,-11.841,-5.432
-0.137,-0.060,-1.023,-0.916,-1.404,-6.165
-0.102,-0.075,-1.176,-6.348,3.418,-7.996
-0.095,-0.130,-1.151,-10.132,-2.014,-10.010
-0.093,-0.174,-1.101,-11.108,-6.897,-9.583
-0.101,-0.206,-1.068,-12.573,-6.592,-7.263
-0.098,-0.198,-1.104,-14.526,-4.456,-4.150
-0.095,-0.165,-1.105,-15.442,-5.432,-0.916
-0.097,-0.119,-1.097,-12.451,-7.202,1.709
-0.090,-0.086,-1.079,-8.789,-8.362,2.808
-0.082,-0.071,-1.034,-6.958,-10.315,1.953
-0.081,-0.090,-0.989,-7.019,-11.047,0.549
-0.069,-0.094,-0.950,-6.531,-10.925,-0.244
-0.068,-0.114,-0.922,-6.653,-9.521,-0.610
-0.073,-0.148,-0.909,-4.944,-7.446,-0.244
-0.073,-0.109,-0.919,-1.038,-5.310,2.441
-0.077,-0.076,-0.931,0.244,-3.296,4.578
-0.080,-0.064,-0.968,-0.793,-1.282,4.333
-0.088,-0.051,-0.991,-1.892,-0.061,3.601
-0.095,-0.083,-0.954,-3.601,-1.099,2.197
-0.084,-0.102,-0.960,-3.540,-0.732,1.709
-0.086,-0.056,-1.008,-5.005,0.916,3.296
-0.091,-0.049,-1.008,-5.554,0.183,3.113
-0.096,-0.044,-0.993,-3.540,-0.977,2.441
-0.102,-0.042,-0.973,-1.587,-1.038,1.587
-0.099,-0.045,-0.983,-0.549,0.122,0.183
-0.093,-0.072,-1.002,-0.610,1.160,-1.526
-0.088,-0.085,-1.018,-0.854,0.854,-2.258
-0.094,-0.099,-1.018,-1.831,0.366,-2.197
-0.096,-0.131,-0.999,-0.366,-0.610,-1.526
-0.093,-0.098,-1.014,2.319,-0.305,1.099
-0.093,-0.059,-1.013,3.723,-0.427,2.930
-0.096,-0.035,-1.015,2.197,-0.671,2.930
-0.099,-0.062,-0.989,-0.427,-1.404,1.038
-0.099,-0.068,-0.980,-1.343,-1.099,0.366
-0.099,-0.071,-0.995,-1.038,-0.061,0.366
-0.096,-0.060,-1.004,-0.488,0.549,0.671
-0.095,-0.058,-1.017,-0.244,1.038,0.244
-0.094,-0.051,-1.021,-1.099,0.793,-0.488
-0.099,-0.083,-0.996,-2.258,-0.061,-1.587
-0.094,-0.082,-1.003,-2.075,-0.061,-1.648
-0.095,-0.080,-1.022,-2.319,0.916,-1.343
-0.092,-0.097,-1.035,-2.197,0.977,-1.770
-0.089,-0.101,-1.040,-1.831,0.549,-1.526
-0.092,-0.101,-1.037,-0.793,0.000,-1.404
-0.091,-0.104,-1.028,-0.610,-0.305,-1.587
-0.085,-0.102,-1.039,-2.014,-0.366,-1.526
-0.082,-0.103,-1.036,-4.883,-1.099,-1.648
-0.084,-0.137,-1.004,-3.845,-2.686,-1.831
-0.079,-0.119,-0.990,-0.427,-2.869,-0.183
-0.081,-0.107,-0.991,1.404,-2.136,1.160
-0.087,-0.086,-0.998,1.343,-1.160,1.526
-0.088,-0.080,-1.004,0.122,-1.160,1.221
-0.087,-0.091,-1.019,-0.977,-0.610,0.244
-0.088,-0.095,-1.037,-1.099,-0.305,-0.305
-0.088,-0.111,-1.028,-0.854,-1.831,-0.610
-0.083,-0.107,-1.012,-0.183,-2.869,0.000
-0.086,-0.116,-1.001,0.305,-3.235,0.244
-0.086,-0.091,-1.005,-0.244,-3.113,1.282
-0.088,-0.094,-0.996,-1.587,-3.601,1.099
-0.084,-0.096,-1.000,-2.625,-3.723,0.549
-0.081,-0.091,-1.008,-3.723,-4.089,0.549
-0.090,-0.107,-0.976,-4.517,-5.554,0.061
-0.089,-0.116,-0.971,-3.601,-4.578,0.061
-0.080,-0.104,-0.990,-2.869,-2.380,0.854
-0.080,-0.121,-1.010,-2.625,-1.038,0.610
-0.080,-0.098,-1.021,-0.854,-1.221,1.404
-0.086,-0.096,-0.998,-1.160,-2.319,1.770
-0.086,-0.101,-0.991,-2.441,-2.197,0.732
-0.084,-0.105,-1.013,-4.089,-0.793,0.610
-0.080,-0.134,-1.021,-4.211,-0.671,0.366
-0.077,-0.121,-1.033,-2.930,-1.038,1.160
-0.081,-0.130,-1.023,-2.686,-2.014,1.648
-0.081,-0.128,-1.018,-2.075,-2.563,1.953
-0.081,-0.123,-1.020,-1.465,-2.686,2.686
-0.081,-0.106,-1.012,-1.038,-2.991,3.357
-0.083,-0.101,-1.016,-0.916,-2.991,3.662
-0.081,-0.081,-1.012,-1.282,-3.357,3.723
-0.084,-0.068,-1.007,-2.563,-3.784,3.235
-0.083,-0.089,-1.008,-3.906,-3.784,1.648
-0.077,-0.092,-1.009,-4.700,-3.662,0.916
-0.077,-0.098,-1.010,-4.395,-3.357,0.549
-0.076,-0.115,-0.991,-3.601,-3.479,-0.061
-0.069,-0.108,-0.987,-3.052,-2.991,0.061
-0.068,-0.111,-0.992,-3.357,-1.770,0.183
-0.062,-0.112,-1.004,-2.197,-1.099,0.244
-0.058,-0.107,-1.008,-1.282,-0.977,0.732
-0.056,-0.108,-1.009,-1.282,-1.099,0.671
-0.059,-0.118,-1.011,-1.648,-0.977,0.732
-0.060,-0.109,-1.021,-1.526,-0.732,1.221
-0.065,-0.115,-1.014,-1.953,-1.160,1.099
-0.069,-0.107,-1.006,-1.160,-1.587,1.343
-2.296,0.721,-1.868,-34.119,682.861,-67.078
-2.271,0.463,-2.762,-95.764,672.058,-120.422
-1.979,0.118,-3.503,-119.263,634.033,-164.490
-1.619,-0.599,-4.000,-98.938,589.783,-199.097
-1.321,-1.448,-4.000,-49.255,529.358,-211.243
-1.051,-1.719,-4.000,15.869,425.781,-182.617
-0.803,-1.696,-4.000,71.411,272.827,-120.300
-0.593,-1.094,-3.381,68.237,149.963,-23.560
-0.465,-0.754,-2.964,28.748,93.872,22.583
-0.427,-0.419,-2.815,-5.371,64.941,43.518
-0.416,0.012,-2.556,-21.057,34.912,61.523
-0.402,0.276,-2.207,-3.540,4.395,66.162
-0.347,0.468,-1.749,28.809,-20.569,59.204
-0.299,0.541,-1.315,51.208,-30.640,45.715
-0.231,0.499,-1.078,58.655,-20.630,25.269
-0.151,0.347,-1.022,51.514,-3.540,3.662
-0.107,0.187,-1.058,37.231,10.681,-11.047
-0.076,0.069,-1.144,25.513,19.409,-18.738
-0.055,-0.057,-1.200,19.348,20.447,-23.193
-0.043,-0.171,-1.177,10.681,15.808,-24.475
-0.036,-0.228,-1.165,2.319,11.719,-21.667
-0.022,-0.206,-1.189,-2.747,8.606,-16.663
-0.009,-0.207,-1.174,-7.324,3.906,-13.855
0.004,-0.204,-1.136,-10.376,0.122,-11.292
0.019,-0.168,-1.121,-11.658,-0.549,-8.301
0.023,-0.170,-1.065,-12.085,-1.465,-6.897
0.016,-0.167,-1.001,-12.878,-1.831,-6.531
0.003,-0.181,-0.983,-14.648,1.221,-5.920
-0.001,-0.200,-0.985,-15.564,4.395,-5.737
-0.008,-0.186,-1.043,-15.442,7.874,-4.700
-0.021,-0.183,-1.084,-14.160,9.216,-3.967
-0.018,-0.196,-1.106,-10.620,7.751,-3.784
-0.026,-0.208,-1.093,-7.690,5.432,-3.235
-0.040,-0.240,-1.065,-5.249,3.113,-1.831
-0.040,-0.211,-1.072,-1.709,2.380,2.319
-0.032,-0.164,-1.090,-1.038,1.038,6.104
-0.031,-0.137,-1.091,-3.601,-1.892,6.958
-0.030,-0.118,-1.061,-4.883,-5.493,7.263
-0.025,-0.093,-1.020,-3.723,-8.606,7.141
-0.028,-0.097,-0.957,-4.517,-9.827,6.165
-0.030,-0.105,-0.914,-5.432,-8.667,4.761
-0.029,-0.115,-0.903,-3.418,-5.432,4.578
-0.025,-0.093,-0.922,0.366,-2.197,5.005
-0.033,-0.079,-0.944,1.099,0.244,5.127
-0.035,-0.070,-0.965,0.061,1.160,3.845
-0.038,-0.089,-0.963,-0.610,1.648,2.136
-0.034,-0.091,-0.979,0.793,2.258,1.160
-0.030,-0.098,-0.990,0.000,3.052,0.732
-0.038,-0.098,-0.996,-1.465,3.174,0.427
-0.037,-0.116,-0.998,-1.160,3.052,0.305
-0.031,-0.104,-1.014,-1.892,3.052,0.732
-0.032,-0.109,-1.041,-4.089,3.052,1.038
-0.042,-0.104,-1.051,-5.920,2.136,1.282
-0.048,-0.108,-1.027,-4.517,0.427,1.770
-0.050,-0.080,-1.042,-1.465,0.610,2.747
-0.053,-0.080,-1.049,-0.854,0.854,2.319
-0.049,-0.066,-1.059,-0.793,0.244,1.404
-0.048,-0.072,-1.033,-0.366,-0.916,0.244
-0.048,-0.089,-1.022,1.160,-1.709,-1.343
-0.045,-0.102,-1.004,1.587,-1.953,-1.648
-0.040,-0.095,-0.993,0.977,-2.502,-1.404
-0.036,-0.094,-0.982,0.427,-2.625,-1.282
-0.032,-0.105,-0.968,-0.305,-2.502,-1.770
-0.023,-0.100,-0.985,-1.770,-1.221,-1.587
-0.028,-0.083,-0.989,-3.052,-0.183,-1.465
-0.030,-0.123,-0.974,-2.502,0.671,-2.380
-0.026,-0.109,-1.010,-1.709,2.869,-2.380
-0.026,-0.114,-1.030,-3.662,3.418,-2.319
-0.027,-0.118,-1.047,-4.456,3.113,-2.808
-0.024,-0.153,-1.030,-3.174,2.380,-2.930
-0.018,-0.134,-1.036,-1.404,2.258,-2.197
-0.016,-0.143,-1.036,-1.709,1.709,-1.526
-0.021,-0.160,-1.026,-2.258,0.977,-1.343
-0.022,-0.148,-1.029,-1.526,0.366,-0.305
-0.026,-0.136,-1.030,-2.014,0.427,0.671
-0.033,-0.147,-1.006,-2.014,-0.366,0.305
-0.033,-0.131,-1.007,-1.038,-0.244,0.793
-0.031,-0.122,-1.009,-0.732,0.427,0.854
-0.027,-0.127,-1.022,0.427,0.977,0.305
-0.027,-0.128,-1.012,1.587,0.610,0.183
-0.036,-0.130,-1.003,3.296,0.244,0.061
-0.032,-0.131,-1.016,3.540,0.671,0.061
-0.030,-0.135,-1.018,2.930,0.610,0.122
-0.028,-0.130,-1.022,2.319,0.000,0.488
-0.030,-0.133,-0.995,0.793,-1.038,0.610
-0.031,-0.155,-0.965,-0.488,-1.343,0.610
-0.023,-0.141,-0.973,-0.977,-0.183,1.587
-0.021,-0.130,-0.987,-0.671,0.793,2.563
-0.022,-0.106,-0.999,0.427,0.977,2.869
-0.023,-0.109,-1.000,0.061,0.488,2.136
-0.028,-0.120,-1.009,-1.343,0.305,0.916
-0.032,-0.128,-1.011,-2.686,0.061,0.305
-0.040,-0.138,-1.009,-3.052,0.366,-0.061
-0.040,-0.143,-1.014,-2.319,1.404,0.061
-0.041,-0.167,-0.994,-0.671,1.038,0.305
-0.041,-0.148,-0.994,3.967,1.038,1.953
-0.041,-0.114,-0.995,5.310,1.404,4.028
-0.042,-0.122,-0.993,4.517,1.343,3.418
-0.039,-0.099,-1.002,2.380,1.587,3.601
-0.042,-0.088,-1.001,0.549,1.465,2.869
-0.047,-0.097,-1.006,0.122,1.526,1.465
-0.051,-0.118,-0.992,0.427,0.977,0.793
-0.049,-0.110,-1.004,0.916,1.282,1.038
-0.048,-0.114,-1.024,-0.549,2.136,1.221
-0.047,-0.112,-1.034,-1.648,1.526,0.977
-0.043,-0.111,-1.029,-2.502,0.610,0.793
-0.042,-0.113,-1.024,-2.563,0.000,0.488
-0.038,-0.116,-1.029,-2.258,0.305,-0.122
-0.037,-0.132,-1.023,-1.160,0.183,-0.427
-0.034,-0.132,-1.010,0.854,-0.488,-0.122
-0.032,-0.121,-1.012,1.587,-0.671,0.549
-0.030,-0.126,-0.999,0.549,-0.854,0.305
-0.030,-0.141,-0.981,-0.732,-1.038,0.000
-0.031,-0.150,-0.974,-1.099,-0.610,0.427
-0.028,-0.151,-0.985,-1.526,0.305,1.709
-0.027,-0.128,-1.013,-2.319,1.038,2.930
-0.030,-0.112,-1.021,-3.052,0.488,3.479
-0.031,-0.101,-1.029,-2.686,-0.244,2.869
-0.035,-0.107,-1.025,-1.892,-0.732,2.014
-1.913,0.343,-1.699,-79.041,630.676,-31.982
-1.923,0.205,-2.424,-94.177,630.188,-58.838
-1.807,0.126,-3.079,-102.722,604.126,-77.698
-1.686,-0.198,-3.832,-109.375,568.665,-100.159
-1.474,-0.507,-4.000,-100.586,497.192,-109.680
-1.181,-0.715,-4.000,-85.144,393.433,-100.098
-0.946,-0.764,-4.000,-60.547,282.166,-75.989
-0.764,-0.768,-3.724,-30.457,184.265,-48.035
-0.665,-0.694,-3.175,-5.859,112.549,-19.775
-0.569,-0.495,-2.662,8.179,66.528,8.911
-0.471,-0.208,-2.413,15.015,47.485,29.358
-0.389,0.067,-2.211,26.245,32.776,39.185
-0.321,0.205,-1.908,33.386,12.207,38.452
-0.266,0.271,-1.584,36.316,-2.136,31.555
-0.219,0.245,-1.340,35.400,-5.310,22.095
-0.198,0.157,-1.230,33.569,0.488,12.390
-0.166,0.107,-1.198,29.480,7.568,7.019
-0.141,0.047,-1.216,20.325,11.841,2.380
-0.131,-0.015,-1.271,7.812,13.184,-1.648
-0.135,-0.052,-1.295,-4.150,10.803,-3.662
-0.123,-0.099,-1.276,-11.353,5.859,-5.005
-0.097,-0.146,-1.258,-16.602,2.502,-5.371
-0.085,-0.154,-1.232,-18.066,1.099,-4.211
-0.062,-0.143,-1.215,-17.151,0.183,-2.991
-0.053,-0.181,-1.193,-15.991,-0.671,-2.747
-0.051,-0.188,-1.165,-11.108,-2.075,-1.099
-0.055,-0.151,-1.110,-7.507,-3.845,2.014
-0.068,-0.162,-1.082,-6.226,-3.906,3.296
-0.079,-0.128,-1.079,-6.165,-3.174,4.639
-0.087,-0.072,-1.089,-7.874,-3.174,6.531
-0.095,-0.052,-1.103,-9.644,-3.113,5.310
-0.100,-0.046,-1.112,-9.705,-3.784,3.357
-0.096,-0.042,-1.103,-9.521,-5.249,1.343
-0.098,-0.083,-1.084,-9.949,-7.019,-0.977
-0.079,-0.110,-1.058,-7.690,-7.874,-1.770
-0.058,-0.082,-1.052,-3.906,-7.629,-0.183
-0.044,-0.080,-1.008,-1.526,-8.545,0.061
-0.039,-0.085,-0.965,0.488,-9.521,-0.549
-0.036,-0.102,-0.917,3.296,-9.399,-0.977
-0.034,-0.102,-0.907,5.798,-7.446,-0.549
-0.032,-0.118,-0.928,4.944,-4.211,-0.610
-0.037,-0.131,-0.941,4.333,-2.258,0.000
-0.045,-0.132,-0.960,2.808,-1.343,1.587
-0.045,-0.102,-0.990,1.404,-0.427,3.784
-0.045,-0.074,-1.010,0.061,-0.671,5.127
-0.048,-0.053,-1.029,-1.526,-1.343,5.310
-0.051,-0.071,-1.020,-1.587,-2.991,4.395
-0.045,-0.061,-1.021,-0.977,-4.333,4.272
-0.052,-0.064,-0.998,-3.052,-5.493,4.150
-0.059,-0.069,-0.972,-4.028,-6.104,3.296
-0.062,-0.062,-0.975,-2.808,-4.639,3.235
-0.065,-0.048,-0.988,-0.183,-2.319,2.991
-0.069,-0.063,-0.994,1.892,-1.587,2.136
-0.075,-0.053,-1.009,2.991,-0.793,1.404
-0.076,-0.074,-1.022,2.319,-0.305,0.610
-0.071,-0.074,-1.042,1.831,-0.793,0.427
-0.074,-0.073,-1.022,2.136,-2.075,1.038
-0.075,-0.080,-0.992,3.296,-3.235,1.038
-0.067,-0.063,-1.002,2.502,-2.625,1.953
-0.063,-0.050,-1.014,0.122,-2.502,2.014
-0.056,-0.053,-1.005,-3.418,-3.662,0.854
-0.059,-0.068,-0.990,-7.202,-4.272,-0.366
-0.065,-0.088,-0.968,-6.653,-4.150,-0.732
-0.057,-0.065,-0.973,-1.831,-3.296,-0.122
-0.051,-0.073,-0.966,1.526,-2.136,-0.061
-0.046,-0.083,-0.958,2.563,-1.465,-0.732
-0.040,-0.101,-0.963,1.221,-0.305,-1.038
-0.039,-0.109,-0.999,0.122,1.038,-0.977
-0.037,-0.119,-0.999,-0.793,0.549,-0.793
-0.036,-0.122,-1.000,-1.831,0.000,-0.488
-0.049,-0.125,-1.000,-1.953,0.610,0.122
-0.048,-0.099,-1.021,0.488,0.916,1.221
-0.043,-0.087,-1.031,1.282,0.610,1.038
-0.043,-0.101,-1.026,0.427,-0.366,0.000
-0.050,-0.125,-1.015,-1.099,-1.038,-0.549
-0.050,-0.132,-1.006,-0.366,-1.709,0.122
-0.050,-0.086,-1.029,1.587,-0.854,2.197
-0.052,-0.081,-1.025,1.648,-1.160,2.441
-0.051,-0.081,-1.011,2.502,-2.014,1.587
-0.047,-0.075,-1.003,3.479,-2.075,1.038
-0.041,-0.084,-1.004,3.967,-1.526,0.183
